nome_completo;estrelas;forks;releases;idade_anos;disk_usage_kb;loc_java;comentarios_linhas;classes_analisadas;cbo_media;cbo_mediana;cbo_desvio;dit_media;dit_mediana;dit_desvio;lcom_media;lcom_mediana;lcom_desvio
Snailclimb/JavaGuide;154475;46133;0;7.8829;;50316;59245;1990;3.3643;3.0000;2.6125;1.1960;1.0000;0.5295;1.8276;0.0000;6.3525
