scenario_id;scenario_name;treatment;trial;execution_order;elapsed_ms;response_bytes;checksum
Q2;Detalhe do repositorio;REST;35;698;0.048208;12440;-1302055709
Q2;Detalhe do repositorio;REST;36;654;0.049584;12440;-1302055709
Q2;Detalhe do repositorio;REST;37;14;0.049958;12440;-1302055709
Q2;Detalhe do repositorio;REST;38;678;0.048417;12440;-1302055709
Q2;Detalhe do repositorio;REST;39;495;0.049584;12440;-1302055709
Q2;Detalhe do repositorio;REST;40;976;0.049000;12440;-1302055709
Q2;Detalhe do repositorio;REST;41;38;0.048625;12440;-1302055709
Q2;Detalhe do repositorio;REST;42;419;0.048333;12440;-1302055709
Q2;Detalhe do repositorio;REST;43;672;0.048375;12440;-1302055709
Q2;Detalhe do repositorio;REST;44;132;0.049125;12440;-1302055709
Q2;Detalhe do repositorio;REST;45;829;0.048333;12440;-1302055709
Q2;Detalhe do repositorio;REST;46;542;0.049208;12440;-1302055709
Q2;Detalhe do repositorio;REST;47;147;0.047875;12440;-1302055709
Q2;Detalhe do repositorio;REST;48;544;0.048042;12440;-1302055709
Q2;Detalhe do repositorio;REST;49;206;0.050125;12440;-1302055709
Q2;Detalhe do repositorio;REST;50;684;0.048541;12440;-1302055709
Q2;Detalhe do repositorio;REST;51;602;0.082500;12440;-1302055709
Q2;Detalhe do repositorio;REST;52;605;0.052708;12440;-1302055709
Q2;Detalhe do repositorio;REST;53;88;0.047791;12440;-1302055709
Q2;Detalhe do repositorio;REST;54;550;0.076834;12440;-1302055709
Q2;Detalhe do repositorio;REST;55;1101;0.048542;12440;-1302055709
Q2;Detalhe do repositorio;REST;56;772;0.048333;12440;-1302055709
Q2;Detalhe do repositorio;REST;57;1125;0.048209;12440;-1302055709
Q2;Detalhe do repositorio;REST;58;163;0.054875;12440;-1302055709
Q2;Detalhe do repositorio;REST;59;134;0.046833;12440;-1302055709
Q2;Detalhe do repositorio;REST;60;145;0.048708;12440;-1302055709
Q2;Detalhe do repositorio;REST;61;1032;0.048542;12440;-1302055709
Q2;Detalhe do repositorio;REST;62;1069;0.064250;12440;-1302055709
Q2;Detalhe do repositorio;REST;63;1001;0.048208;12440;-1302055709
Q2;Detalhe do repositorio;REST;64;1188;0.048209;12440;-1302055709
Q2;Detalhe do repositorio;REST;65;86;0.048708;12440;-1302055709
Q2;Detalhe do repositorio;REST;66;1164;0.048125;12440;-1302055709
Q2;Detalhe do repositorio;REST;67;948;0.048375;12440;-1302055709
Q2;Detalhe do repositorio;REST;68;351;0.048583;12440;-1302055709
Q2;Detalhe do repositorio;REST;69;1055;0.047417;12440;-1302055709
Q2;Detalhe do repositorio;REST;70;732;0.048875;12440;-1302055709
Q2;Detalhe do repositorio;REST;71;460;0.048209;12440;-1302055709
Q2;Detalhe do repositorio;REST;72;1128;0.048666;12440;-1302055709
Q2;Detalhe do repositorio;REST;73;634;0.050209;12440;-1302055709
Q2;Detalhe do repositorio;REST;74;915;0.049167;12440;-1302055709
Q2;Detalhe do repositorio;REST;75;589;0.050000;12440;-1302055709
Q2;Detalhe do repositorio;REST;76;675;0.048291;12440;-1302055709
Q2;Detalhe do repositorio;REST;77;368;0.049666;12440;-1302055709
Q2;Detalhe do repositorio;REST;78;528;0.047958;12440;-1302055709
Q2;Detalhe do repositorio;REST;79;407;0.049917;12440;-1302055709
Q2;Detalhe do repositorio;REST;80;424;0.048333;12440;-1302055709
Q2;Detalhe do repositorio;REST;81;821;0.049417;12440;-1302055709
Q2;Detalhe do repositorio;REST;82;167;0.048875;12440;-1302055709
Q2;Detalhe do repositorio;REST;83;1198;0.047916;12440;-1302055709
Q2;Detalhe do repositorio;REST;84;1026;0.048417;12440;-1302055709
Q2;Detalhe do repositorio;REST;85;79;0.048292;12440;-1302055709
Q2;Detalhe do repositorio;REST;86;1045;0.047625;12440;-1302055709
Q2;Detalhe do repositorio;REST;87;781;0.048458;12440;-1302055709
Q2;Detalhe do repositorio;REST;88;983;0.048292;12440;-1302055709
Q2;Detalhe do repositorio;REST;89;352;0.047625;12440;-1302055709
Q2;Detalhe do repositorio;REST;90;526;0.048417;12440;-1302055709
Q2;Detalhe do repositorio;REST;91;847;0.048542;12440;-1302055709
Q2;Detalhe do repositorio;REST;92;1137;0.048667;12440;-1302055709
Q2;Detalhe do repositorio;REST;93;833;0.047125;12440;-1302055709
Q2;Detalhe do repositorio;REST;94;116;0.048625;12440;-1302055709
Q2;Detalhe do repositorio;REST;95;220;0.051583;12440;-1302055709
Q2;Detalhe do repositorio;REST;96;883;0.073541;12440;-1302055709
Q2;Detalhe do repositorio;REST;97;1;0.072375;12440;-1302055709
Q2;Detalhe do repositorio;REST;98;126;0.060417;12440;-1302055709
Q2;Detalhe do repositorio;REST;99;876;0.048625;12440;-1302055709
Q2;Detalhe do repositorio;REST;100;35;0.053375;12440;-1302055709
Q2;Detalhe do repositorio;REST;101;252;0.049834;12440;-1302055709
Q2;Detalhe do repositorio;REST;102;928;0.048958;12440;-1302055709
Q2;Detalhe do repositorio;REST;103;479;0.048416;12440;-1302055709
Q2;Detalhe do repositorio;REST;104;319;0.049417;12440;-1302055709
Q2;Detalhe do repositorio;REST;105;842;0.047333;12440;-1302055709
Q2;Detalhe do repositorio;REST;106;180;0.047292;12440;-1302055709
Q2;Detalhe do repositorio;REST;107;1138;0.047583;12440;-1302055709
Q2;Detalhe do repositorio;REST;108;264;0.050042;12440;-1302055709
Q2;Detalhe do repositorio;REST;109;452;0.048542;12440;-1302055709
Q2;Detalhe do repositorio;REST;110;625;0.048833;12440;-1302055709
Q2;Detalhe do repositorio;REST;111;668;0.047875;12440;-1302055709
Q2;Detalhe do repositorio;REST;112;727;0.052625;12440;-1302055709
Q2;Detalhe do repositorio;REST;113;1152;0.048625;12440;-1302055709
Q2;Detalhe do repositorio;REST;114;757;0.048917;12440;-1302055709
Q2;Detalhe do repositorio;REST;115;468;0.048959;12440;-1302055709
Q2;Detalhe do repositorio;REST;116;208;0.049958;12440;-1302055709
Q2;Detalhe do repositorio;REST;117;1043;0.047375;12440;-1302055709
Q2;Detalhe do repositorio;REST;118;611;0.048125;12440;-1302055709
Q2;Detalhe do repositorio;REST;119;609;0.048458;12440;-1302055709
Q2;Detalhe do repositorio;REST;120;840;0.048042;12440;-1302055709
Q3;Issues recentes;GraphQL;1;1059;0.080708;7633;2029176955
Q3;Issues recentes;GraphQL;2;487;0.078042;7633;2029176955
Q3;Issues recentes;GraphQL;3;778;0.077791;7633;2029176955
Q3;Issues recentes;GraphQL;4;340;0.077291;7633;2029176955
Q3;Issues recentes;GraphQL;5;237;0.080625;7633;2029176955
Q3;Issues recentes;GraphQL;6;762;0.077250;7633;2029176955
Q3;Issues recentes;GraphQL;7;275;0.077708;7633;2029176955
Q3;Issues recentes;GraphQL;8;670;0.077833;7633;2029176955
Q3;Issues recentes;GraphQL;9;20;0.081792;7633;2029176955
Q3;Issues recentes;GraphQL;10;112;0.077167;7633;2029176955
Q3;Issues recentes;GraphQL;11;1033;0.077875;7633;2029176955
Q3;Issues recentes;GraphQL;12;461;0.077250;7633;2029176955
Q3;Issues recentes;GraphQL;13;442;0.077041;7633;2029176955
Q3;Issues recentes;GraphQL;14;921;0.077208;7633;2029176955
Q3;Issues recentes;GraphQL;15;753;0.077791;7633;2029176955
Q3;Issues recentes;GraphQL;16;831;0.077542;7633;2029176955
Q3;Issues recentes;GraphQL;17;267;0.078083;7633;2029176955
Q3;Issues recentes;GraphQL;18;747;0.076541;7633;2029176955
Q3;Issues recentes;GraphQL;19;406;0.075750;7633;2029176955
Q3;Issues recentes;GraphQL;20;917;0.077416;7633;2029176955
Q3;Issues recentes;GraphQL;21;1011;0.077250;7633;2029176955
Q3;Issues recentes;GraphQL;22;648;0.079584;7633;2029176955
Q3;Issues recentes;GraphQL;23;292;0.077583;7633;2029176955
Q3;Issues recentes;GraphQL;24;236;0.078750;7633;2029176955
Q3;Issues recentes;GraphQL;25;397;0.077417;7633;2029176955
Q3;Issues recentes;GraphQL;26;728;0.078333;7633;2029176955
Q3;Issues recentes;GraphQL;27;935;0.076250;7633;2029176955
Q3;Issues recentes;GraphQL;28;388;0.073250;7633;2029176955
Q3;Issues recentes;GraphQL;29;374;0.078667;7633;2029176955
Q3;Issues recentes;GraphQL;30;293;0.076084;7633;2029176955
Q3;Issues recentes;GraphQL;31;546;0.076708;7633;2029176955
Q3;Issues recentes;GraphQL;32;1148;0.077250;7633;2029176955
Q3;Issues recentes;GraphQL;33;378;0.083250;7633;2029176955
Q3;Issues recentes;GraphQL;34;975;0.077500;7633;2029176955
Q3;Issues recentes;GraphQL;35;509;0.076792;7633;2029176955
Q3;Issues recentes;GraphQL;36;104;0.077500;7633;2029176955
Q3;Issues recentes;GraphQL;37;1037;0.077292;7633;2029176955
Q3;Issues recentes;GraphQL;38;745;0.077083;7633;2029176955
Q3;Issues recentes;GraphQL;39;886;0.091709;7633;2029176955
Q3;Issues recentes;GraphQL;40;204;0.082833;7633;2029176955
Q3;Issues recentes;GraphQL;41;1165;0.077375;7633;2029176955
Q3;Issues recentes;GraphQL;42;737;0.077208;7633;2029176955
Q3;Issues recentes;GraphQL;43;462;0.076209;7633;2029176955
Q3;Issues recentes;GraphQL;44;1070;0.139083;7633;2029176955
Q3;Issues recentes;GraphQL;45;316;0.077417;7633;2029176955
Q3;Issues recentes;GraphQL;46;51;0.075958;7633;2029176955
Q3;Issues recentes;GraphQL;47;743;0.078000;7633;2029176955
Q3;Issues recentes;GraphQL;48;614;0.077125;7633;2029176955
Q3;Issues recentes;GraphQL;49;1130;0.077625;7633;2029176955
Q3;Issues recentes;GraphQL;50;22;0.078333;7633;2029176955
Q3;Issues recentes;GraphQL;51;985;0.076875;7633;2029176955
Q3;Issues recentes;GraphQL;52;576;0.081000;7633;2029176955
Q3;Issues recentes;GraphQL;53;822;0.078125;7633;2029176955
Q3;Issues recentes;GraphQL;54;1020;0.076875;7633;2029176955
Q3;Issues recentes;GraphQL;55;497;0.078291;7633;2029176955
Q3;Issues recentes;GraphQL;56;50;0.077250;7633;2029176955
Q3;Issues recentes;GraphQL;57;501;0.080000;7633;2029176955
Q3;Issues recentes;GraphQL;58;61;0.077000;7633;2029176955
Q3;Issues recentes;GraphQL;59;39;0.077792;7633;2029176955
Q3;Issues recentes;GraphQL;60;866;0.077709;7633;2029176955
Q3;Issues recentes;GraphQL;61;409;0.077625;7633;2029176955
Q3;Issues recentes;GraphQL;62;977;0.077083;7633;2029176955
Q3;Issues recentes;GraphQL;63;604;0.079250;7633;2029176955
Q3;Issues recentes;GraphQL;64;1169;0.077709;7633;2029176955
Q3;Issues recentes;GraphQL;65;263;0.078042;7633;2029176955
Q3;Issues recentes;GraphQL;66;195;0.078375;7633;2029176955
Q3;Issues recentes;GraphQL;67;362;0.122875;7633;2029176955
Q3;Issues recentes;GraphQL;68;633;0.078875;7633;2029176955
Q3;Issues recentes;GraphQL;69;934;0.076417;7633;2029176955
Q3;Issues recentes;GraphQL;70;437;0.077125;7633;2029176955
Q3;Issues recentes;GraphQL;71;251;0.077917;7633;2029176955
Q3;Issues recentes;GraphQL;72;539;0.077500;7633;2029176955
Q3;Issues recentes;GraphQL;73;621;0.077375;7633;2029176955
Q3;Issues recentes;GraphQL;74;73;0.077333;7633;2029176955
Q3;Issues recentes;GraphQL;75;1115;0.078333;7633;2029176955
Q3;Issues recentes;GraphQL;76;894;0.080959;7633;2029176955
Q3;Issues recentes;GraphQL;77;880;0.080208;7633;2029176955
Q3;Issues recentes;GraphQL;78;1014;0.077708;7633;2029176955
Q3;Issues recentes;GraphQL;79;882;0.082250;7633;2029176955
Q3;Issues recentes;GraphQL;80;1150;0.076500;7633;2029176955
Q3;Issues recentes;GraphQL;81;942;0.077084;7633;2029176955
Q3;Issues recentes;GraphQL;82;16;0.101959;7633;2029176955
Q3;Issues recentes;GraphQL;83;600;0.077000;7633;2029176955
Q3;Issues recentes;GraphQL;84;168;0.078625;7633;2029176955
Q3;Issues recentes;GraphQL;85;1086;0.081291;7633;2029176955
Q3;Issues recentes;GraphQL;86;541;0.076625;7633;2029176955
Q3;Issues recentes;GraphQL;87;398;0.075792;7633;2029176955
Q3;Issues recentes;GraphQL;88;1012;0.081000;7633;2029176955
Q3;Issues recentes;GraphQL;89;956;0.077333;7633;2029176955
Q3;Issues recentes;GraphQL;90;239;0.078125;7633;2029176955
Q3;Issues recentes;GraphQL;91;1144;0.076958;7633;2029176955
Q3;Issues recentes;GraphQL;92;992;0.077083;7633;2029176955
Q3;Issues recentes;GraphQL;93;1023;0.076708;7633;2029176955
Q3;Issues recentes;GraphQL;94;1040;0.077250;7633;2029176955
Q3;Issues recentes;GraphQL;95;405;0.076709;7633;2029176955
Q3;Issues recentes;GraphQL;96;382;0.077500;7633;2029176955
Q3;Issues recentes;GraphQL;97;933;0.076833;7633;2029176955
Q3;Issues recentes;GraphQL;98;924;0.077708;7633;2029176955
Q3;Issues recentes;GraphQL;99;233;0.085042;7633;2029176955
Q3;Issues recentes;GraphQL;100;74;0.076375;7633;2029176955
Q3;Issues recentes;GraphQL;101;590;0.077917;7633;2029176955
Q3;Issues recentes;GraphQL;102;639;0.077666;7633;2029176955
Q3;Issues recentes;GraphQL;103;980;0.080083;7633;2029176955
Q3;Issues recentes;GraphQL;104;255;0.078209;7633;2029176955
Q3;Issues recentes;GraphQL;105;338;0.077833;7633;2029176955
Q3;Issues recentes;GraphQL;106;637;0.076833;7633;2029176955
Q3;Issues recentes;GraphQL;107;47;0.078916;7633;2029176955
Q3;Issues recentes;GraphQL;108;503;0.076917;7633;2029176955
Q3;Issues recentes;GraphQL;109;80;0.076958;7633;2029176955
Q3;Issues recentes;GraphQL;110;129;0.078000;7633;2029176955
Q3;Issues recentes;GraphQL;111;483;0.078125;7633;2029176955
Q3;Issues recentes;GraphQL;112;1089;0.077042;7633;2029176955
Q3;Issues recentes;GraphQL;113;720;0.083250;7633;2029176955
Q3;Issues recentes;GraphQL;114;897;0.076709;7633;2029176955
Q3;Issues recentes;GraphQL;115;682;0.077500;7633;2029176955
Q3;Issues recentes;GraphQL;116;261;0.079167;7633;2029176955
Q3;Issues recentes;GraphQL;117;186;0.082334;7633;2029176955
Q3;Issues recentes;GraphQL;118;383;0.075875;7633;2029176955
Q3;Issues recentes;GraphQL;119;324;0.077292;7633;2029176955
Q3;Issues recentes;GraphQL;120;966;0.076916;7633;2029176955
Q3;Issues recentes;REST;1;814;0.201917;54394;1160331407
Q3;Issues recentes;REST;2;651;0.199625;54394;1160331407
Q3;Issues recentes;REST;3;339;0.200834;54394;1160331407
Q3;Issues recentes;REST;4;91;0.198458;54394;1160331407
Q3;Issues recentes;REST;5;1191;0.198750;54394;1160331407
Q3;Issues recentes;REST;6;521;0.198333;54394;1160331407
Q3;Issues recentes;REST;7;971;0.199125;54394;1160331407
Q3;Issues recentes;REST;8;1067;0.198625;54394;1160331407
Q3;Issues recentes;REST;9;674;0.199083;54394;1160331407
Q3;Issues recentes;REST;10;480;0.198875;54394;1160331407
Q3;Issues recentes;REST;11;211;0.207375;54394;1160331407
Q3;Issues recentes;REST;12;435;0.201333;54394;1160331407
Q3;Issues recentes;REST;13;1093;0.199667;54394;1160331407
Q3;Issues recentes;REST;14;873;0.199167;54394;1160331407
Q3;Issues recentes;REST;15;389;0.195625;54394;1160331407
Q3;Issues recentes;REST;16;756;0.200125;54394;1160331407
Q3;Issues recentes;REST;17;1108;0.198666;54394;1160331407
Q3;Issues recentes;REST;18;719;0.318291;54394;1160331407
Q3;Issues recentes;REST;19;1071;0.255917;54394;1160331407
Q3;Issues recentes;REST;20;739;0.198167;54394;1160331407
Q3;Issues recentes;REST;21;90;0.200042;54394;1160331407
Q3;Issues recentes;REST;22;536;0.199083;54394;1160331407
Q3;Issues recentes;REST;23;1167;0.203792;54394;1160331407
Q3;Issues recentes;REST;24;736;0.199167;54394;1160331407
Q3;Issues recentes;REST;25;644;0.202375;54394;1160331407
Q3;Issues recentes;REST;26;860;0.197750;54394;1160331407
Q3;Issues recentes;REST;27;1044;0.200250;54394;1160331407
Q3;Issues recentes;REST;28;1120;0.197708;54394;1160331407
Q3;Issues recentes;REST;29;418;0.197625;54394;1160331407
Q3;Issues recentes;REST;30;151;0.203667;54394;1160331407
Q3;Issues recentes;REST;31;1162;0.198375;54394;1160331407
Q3;Issues recentes;REST;32;173;0.202667;54394;1160331407
Q3;Issues recentes;REST;33;1006;0.198125;54394;1160331407
Q3;Issues recentes;REST;34;1000;0.199125;54394;1160331407
Q3;Issues recentes;REST;35;645;0.716084;54394;1160331407
Q3;Issues recentes;REST;36;929;0.198500;54394;1160331407
Q3;Issues recentes;REST;37;161;0.207416;54394;1160331407
Q3;Issues recentes;REST;38;659;0.198000;54394;1160331407
Q3;Issues recentes;REST;39;1117;0.199042;54394;1160331407
Q3;Issues recentes;REST;40;1121;0.196834;54394;1160331407
Q3;Issues recentes;REST;41;277;0.200875;54394;1160331407
Q3;Issues recentes;REST;42;309;0.199875;54394;1160331407
Q3;Issues recentes;REST;43;804;0.198250;54394;1160331407
Q3;Issues recentes;REST;44;1098;0.198209;54394;1160331407
Q3;Issues recentes;REST;45;34;0.206292;54394;1160331407
Q3;Issues recentes;REST;46;580;0.200042;54394;1160331407
Q3;Issues recentes;REST;47;898;0.199250;54394;1160331407
Q3;Issues recentes;REST;48;110;0.200208;54394;1160331407
Q3;Issues recentes;REST;49;1181;0.197250;54394;1160331407
Q3;Issues recentes;REST;50;712;0.198584;54394;1160331407
Q3;Issues recentes;REST;51;697;0.199584;54394;1160331407
Q3;Issues recentes;REST;52;312;0.200958;54394;1160331407
Q3;Issues recentes;REST;53;385;0.198959;54394;1160331407
Q3;Issues recentes;REST;54;210;0.214458;54394;1160331407
Q3;Issues recentes;REST;55;549;0.388875;54394;1160331407
Q3;Issues recentes;REST;56;472;0.199791;54394;1160331407
Q3;Issues recentes;REST;57;415;0.197625;54394;1160331407
Q3;Issues recentes;REST;58;566;0.198958;54394;1160331407
Q3;Issues recentes;REST;59;216;0.204917;54394;1160331407
Q3;Issues recentes;REST;60;247;0.206209;54394;1160331407
Q3;Issues recentes;REST;61;947;0.198083;54394;1160331407
Q3;Issues recentes;REST;62;626;0.199709;54394;1160331407
Q3;Issues recentes;REST;63;562;0.204541;54394;1160331407
Q3;Issues recentes;REST;64;788;0.198250;54394;1160331407
Q3;Issues recentes;REST;65;1109;0.197125;54394;1160331407
Q3;Issues recentes;REST;66;519;0.201625;54394;1160331407
Q3;Issues recentes;REST;67;222;0.208458;54394;1160331407
Q3;Issues recentes;REST;68;82;0.200125;54394;1160331407
Q3;Issues recentes;REST;69;794;0.197375;54394;1160331407
Q3;Issues recentes;REST;70;789;0.196375;54394;1160331407
Q3;Issues recentes;REST;71;930;0.197500;54394;1160331407
Q3;Issues recentes;REST;72;655;0.197334;54394;1160331407
Q3;Issues recentes;REST;73;584;0.198167;54394;1160331407
Q3;Issues recentes;REST;74;1132;0.196750;54394;1160331407
Q3;Issues recentes;REST;75;859;0.199583;54394;1160331407
Q3;Issues recentes;REST;76;123;0.197417;54394;1160331407
Q3;Issues recentes;REST;77;467;0.202375;54394;1160331407
Q3;Issues recentes;REST;78;413;0.197875;54394;1160331407
Q3;Issues recentes;REST;79;198;0.418750;54394;1160331407
Q3;Issues recentes;REST;80;658;0.198750;54394;1160331407
Q3;Issues recentes;REST;81;819;0.198958;54394;1160331407
Q3;Issues recentes;REST;82;197;0.207166;54394;1160331407
Q3;Issues recentes;REST;83;1131;0.201000;54394;1160331407
Q3;Issues recentes;REST;84;632;0.210125;54394;1160331407
Q3;Issues recentes;REST;85;618;0.198500;54394;1160331407
Q3;Issues recentes;REST;86;868;0.199292;54394;1160331407
Q3;Issues recentes;REST;87;149;0.199208;54394;1160331407
Q3;Issues recentes;REST;88;417;0.198416;54394;1160331407
Q3;Issues recentes;REST;89;454;0.198541;54394;1160331407
Q3;Issues recentes;REST;90;810;0.201709;54394;1160331407
Q3;Issues recentes;REST;91;489;0.204708;54394;1160331407
Q3;Issues recentes;REST;92;185;0.207416;54394;1160331407
Q3;Issues recentes;REST;93;892;0.202375;54394;1160331407
Q3;Issues recentes;REST;94;514;0.206250;54394;1160331407
Q3;Issues recentes;REST;95;412;0.199333;54394;1160331407
Q3;Issues recentes;REST;96;1135;0.196625;54394;1160331407
Q3;Issues recentes;REST;97;993;0.199542;54394;1160331407
Q3;Issues recentes;REST;98;679;0.197833;54394;1160331407
Q3;Issues recentes;REST;99;159;0.204667;54394;1160331407
Q3;Issues recentes;REST;100;131;0.199417;54394;1160331407
Q3;Issues recentes;REST;101;156;0.198042;54394;1160331407
Q3;Issues recentes;REST;102;925;0.199167;54394;1160331407
Q3;Issues recentes;REST;103;121;0.199625;54394;1160331407
Q3;Issues recentes;REST;104;785;0.198333;54394;1160331407
Q3;Issues recentes;REST;105;1002;0.197958;54394;1160331407
Q3;Issues recentes;REST;106;44;0.199792;54394;1160331407
Q3;Issues recentes;REST;107;1177;0.208500;54394;1160331407
Q3;Issues recentes;REST;108;313;0.198833;54394;1160331407
Q3;Issues recentes;REST;109;939;0.197792;54394;1160331407
Q3;Issues recentes;REST;110;268;0.207292;54394;1160331407
Q3;Issues recentes;REST;111;484;0.200250;54394;1160331407
Q3;Issues recentes;REST;112;1100;0.196875;54394;1160331407
Q3;Issues recentes;REST;113;1099;0.196708;54394;1160331407
Q3;Issues recentes;REST;114;1076;0.213042;54394;1160331407
Q3;Issues recentes;REST;115;430;0.199291;54394;1160331407
Q3;Issues recentes;REST;116;607;0.201375;54394;1160331407
Q3;Issues recentes;REST;117;394;0.198125;54394;1160331407
Q3;Issues recentes;REST;118;348;0.199875;54394;1160331407
Q3;Issues recentes;REST;119;451;0.198750;54394;1160331407
Q3;Issues recentes;REST;120;10;0.202042;54394;1160331407
Q4;Contribuidores;GraphQL;1;671;0.021042;2053;1239108595
Q4;Contribuidores;GraphQL;2;49;0.020667;2053;1239108595
Q4;Contribuidores;GraphQL;3;248;0.021583;2053;1239108595
Q4;Contribuidores;GraphQL;4;137;0.020625;2053;1239108595
Q4;Contribuidores;GraphQL;5;1008;0.021375;2053;1239108595
Q4;Contribuidores;GraphQL;6;601;0.021542;2053;1239108595
Q4;Contribuidores;GraphQL;7;1183;0.020834;2053;1239108595
Q4;Contribuidores;GraphQL;8;865;0.021250;2053;1239108595
Q4;Contribuidores;GraphQL;9;270;0.021625;2053;1239108595
Q4;Contribuidores;GraphQL;10;199;0.030666;2053;1239108595
Q4;Contribuidores;GraphQL;11;458;0.020958;2053;1239108595
Q4;Contribuidores;GraphQL;12;999;0.020458;2053;1239108595
Q4;Contribuidores;GraphQL;13;891;0.022292;2053;1239108595
Q4;Contribuidores;GraphQL;14;481;0.021167;2053;1239108595
Q4;Contribuidores;GraphQL;15;1058;0.021208;2053;1239108595
Q4;Contribuidores;GraphQL;16;982;0.021042;2053;1239108595
Q4;Contribuidores;GraphQL;17;750;0.021167;2053;1239108595
Q4;Contribuidores;GraphQL;18;106;0.021375;2053;1239108595
Q4;Contribuidores;GraphQL;19;1112;0.021041;2053;1239108595
Q4;Contribuidores;GraphQL;20;11;0.022917;2053;1239108595
Q4;Contribuidores;GraphQL;21;926;0.021500;2053;1239108595
Q4;Contribuidores;GraphQL;22;1170;0.020958;2053;1239108595
Q4;Contribuidores;GraphQL;23;238;0.021667;2053;1239108595
Q4;Contribuidores;GraphQL;24;87;0.021125;2053;1239108595
Q4;Contribuidores;GraphQL;25;1157;0.020500;2053;1239108595
Q4;Contribuidores;GraphQL;26;365;0.024333;2053;1239108595
Q4;Contribuidores;GraphQL;27;250;0.022291;2053;1239108595
Q4;Contribuidores;GraphQL;28;27;0.021500;2053;1239108595
Q4;Contribuidores;GraphQL;29;162;0.021292;2053;1239108595
Q4;Contribuidores;GraphQL;30;857;0.020916;2053;1239108595
Q4;Contribuidores;GraphQL;31;707;0.021000;2053;1239108595
Q4;Contribuidores;GraphQL;32;139;0.020792;2053;1239108595
Q4;Contribuidores;GraphQL;33;1013;0.021792;2053;1239108595
Q4;Contribuidores;GraphQL;34;903;0.021083;2053;1239108595
Q4;Contribuidores;GraphQL;35;448;0.021166;2053;1239108595
Q4;Contribuidores;GraphQL;36;227;0.021708;2053;1239108595
Q4;Contribuidores;GraphQL;37;426;0.021041;2053;1239108595
Q4;Contribuidores;GraphQL;38;502;0.021584;2053;1239108595
Q4;Contribuidores;GraphQL;39;499;0.021292;2053;1239108595
Q4;Contribuidores;GraphQL;40;62;0.021375;2053;1239108595
Q4;Contribuidores;GraphQL;41;136;0.020500;2053;1239108595
Q4;Contribuidores;GraphQL;42;1143;0.021042;2053;1239108595
Q4;Contribuidores;GraphQL;43;988;0.021583;2053;1239108595
Q4;Contribuidores;GraphQL;44;599;0.021292;2053;1239108595
Q4;Contribuidores;GraphQL;45;990;0.020917;2053;1239108595
Q4;Contribuidores;GraphQL;46;1145;0.020583;2053;1239108595
Q4;Contribuidores;GraphQL;47;107;0.023083;2053;1239108595
Q4;Contribuidores;GraphQL;48;1097;0.021334;2053;1239108595
Q4;Contribuidores;GraphQL;49;575;0.021041;2053;1239108595
Q4;Contribuidores;GraphQL;50;48;0.021375;2053;1239108595
Q4;Contribuidores;GraphQL;51;1139;0.020958;2053;1239108595
Q4;Contribuidores;GraphQL;52;978;0.021250;2053;1239108595
Q4;Contribuidores;GraphQL;53;508;0.021459;2053;1239108595
Q4;Contribuidores;GraphQL;54;393;0.020917;2053;1239108595
Q4;Contribuidores;GraphQL;55;1156;0.020958;2053;1239108595
Q4;Contribuidores;GraphQL;56;482;0.022959;2053;1239108595
Q4;Contribuidores;GraphQL;57;827;0.021791;2053;1239108595
Q4;Contribuidores;GraphQL;58;711;0.021375;2053;1239108595
Q4;Contribuidores;GraphQL;59;315;0.021375;2053;1239108595
Q4;Contribuidores;GraphQL;60;979;0.020542;2053;1239108595
Q4;Contribuidores;GraphQL;61;272;0.021166;2053;1239108595
Q4;Contribuidores;GraphQL;62;774;0.020917;2053;1239108595
Q4;Contribuidores;GraphQL;63;799;0.021292;2053;1239108595
Q4;Contribuidores;GraphQL;64;171;0.020875;2053;1239108595
Q4;Contribuidores;GraphQL;65;871;0.020833;2053;1239108595
Q4;Contribuidores;GraphQL;66;113;0.021000;2053;1239108595
Q4;Contribuidores;GraphQL;67;334;0.021416;2053;1239108595
Q4;Contribuidores;GraphQL;68;443;0.021084;2053;1239108595
Q4;Contribuidores;GraphQL;69;906;0.021083;2053;1239108595
Q4;Contribuidores;GraphQL;70;1103;0.021042;2053;1239108595
Q4;Contribuidores;GraphQL;71;1083;0.022166;2053;1239108595
Q4;Contribuidores;GraphQL;72;783;0.020916;2053;1239108595
Q4;Contribuidores;GraphQL;73;259;0.022667;2053;1239108595
Q4;Contribuidores;GraphQL;74;768;0.021083;2053;1239108595
Q4;Contribuidores;GraphQL;75;790;0.021000;2053;1239108595
Q4;Contribuidores;GraphQL;76;169;0.022000;2053;1239108595
Q4;Contribuidores;GraphQL;77;21;0.023333;2053;1239108595
Q4;Contribuidores;GraphQL;78;142;0.021250;2053;1239108595
Q4;Contribuidores;GraphQL;79;363;0.026250;2053;1239108595
Q4;Contribuidores;GraphQL;80;1172;0.020834;2053;1239108595
Q4;Contribuidores;GraphQL;81;974;0.021417;2053;1239108595
Q4;Contribuidores;GraphQL;82;286;0.021291;2053;1239108595
Q4;Contribuidores;GraphQL;83;874;0.020791;2053;1239108595
Q4;Contribuidores;GraphQL;84;175;0.035542;2053;1239108595
Q4;Contribuidores;GraphQL;85;613;0.019458;2053;1239108595
Q4;Contribuidores;GraphQL;86;851;0.021458;2053;1239108595
Q4;Contribuidores;GraphQL;87;148;0.021042;2053;1239108595
