cwe_id,ano,cves_count,cwe_nome_curto,cwe_label,is_top10
CWE-1,2016,2,CWE-1,CWE-1,False
CWE-1004,2019,2,CWE-1004,CWE-1004,False
CWE-1004,2020,2,CWE-1004,CWE-1004,False
CWE-1004,2021,4,CWE-1004,CWE-1004,False
CWE-1004,2022,5,CWE-1004,CWE-1004,False
CWE-1004,2023,3,CWE-1004,CWE-1004,False
CWE-1004,2024,3,CWE-1004,CWE-1004,False
CWE-1004,2025,11,CWE-1004,CWE-1004,False
CWE-1007,2021,1,CWE-1007,CWE-1007,False
CWE-1007,2025,2,CWE-1007,CWE-1007,False
CWE-1018,2023,1,CWE-1018,CWE-1018,False
CWE-1018,2025,1,CWE-1018,CWE-1018,False
CWE-102,2022,1,CWE-102,CWE-102,False
CWE-1021,2005,1,CWE-1021,CWE-1021,False
CWE-1021,2008,1,CWE-1021,CWE-1021,False
CWE-1021,2011,1,CWE-1021,CWE-1021,False
CWE-1021,2013,5,CWE-1021,CWE-1021,False
CWE-1021,2014,2,CWE-1021,CWE-1021,False
CWE-1021,2015,2,CWE-1021,CWE-1021,False
CWE-1021,2016,2,CWE-1021,CWE-1021,False
CWE-1021,2017,9,CWE-1021,CWE-1021,False
CWE-1021,2018,15,CWE-1021,CWE-1021,False
CWE-1021,2019,27,CWE-1021,CWE-1021,False
CWE-1021,2020,43,CWE-1021,CWE-1021,False
CWE-1021,2021,76,CWE-1021,CWE-1021,False
CWE-1021,2022,54,CWE-1021,CWE-1021,False
CWE-1021,2023,33,CWE-1021,CWE-1021,False
CWE-1021,2024,40,CWE-1021,CWE-1021,False
CWE-1021,2025,50,CWE-1021,CWE-1021,False
CWE-1022,2018,2,CWE-1022,CWE-1022,False
CWE-1022,2020,1,CWE-1022,CWE-1022,False
CWE-1022,2021,2,CWE-1022,CWE-1022,False
CWE-1022,2022,3,CWE-1022,CWE-1022,False
CWE-1022,2024,1,CWE-1022,CWE-1022,False
CWE-1022,2025,3,CWE-1022,CWE-1022,False
CWE-1023,2021,1,CWE-1023,CWE-1023,False
CWE-1023,2024,1,CWE-1023,CWE-1023,False
CWE-1023,2025,3,CWE-1023,CWE-1023,False
CWE-1024,2019,1,CWE-1024,CWE-1024,False
CWE-1024,2020,1,CWE-1024,CWE-1024,False
CWE-1025,2024,1,CWE-1025,CWE-1025,False
CWE-1025,2025,5,CWE-1025,CWE-1025,False
CWE-1026,2022,1,CWE-1026,CWE-1026,False
CWE-1027,2021,1,CWE-1027,CWE-1027,False
CWE-1032,2025,3,CWE-1032,CWE-1032,False
CWE-1037,2024,2,CWE-1037,CWE-1037,False
CWE-1037,2025,3,CWE-1037,CWE-1037,False
CWE-1038,2022,2,CWE-1038,CWE-1038,False
CWE-1038,2023,3,CWE-1038,CWE-1038,False
CWE-1038,2025,1,CWE-1038,CWE-1038,False
CWE-1039,2023,1,CWE-1039,CWE-1039,False
CWE-1039,2025,2,CWE-1039,CWE-1039,False
CWE-1049,2019,1,CWE-1049,CWE-1049,False
CWE-1049,2023,1,CWE-1049,CWE-1049,False
CWE-1049,2025,1,CWE-1049,CWE-1049,False
CWE-1050,2019,1,CWE-1050,CWE-1050,False
CWE-1050,2021,1,CWE-1050,CWE-1050,False
CWE-1050,2023,1,CWE-1050,CWE-1050,False
CWE-1050,2024,1,CWE-1050,CWE-1050,False
CWE-1050,2025,3,CWE-1050,CWE-1050,False
CWE-1051,2024,1,CWE-1051,CWE-1051,False
CWE-1055,2024,1,CWE-1055,CWE-1055,False
CWE-1056,2020,1,CWE-1056,CWE-1056,False
CWE-1057,2024,1,CWE-1057,CWE-1057,False
CWE-1059,2022,1,CWE-1059,CWE-1059,False
CWE-1068,2024,2,CWE-1068,CWE-1068,False
CWE-1068,2025,1,CWE-1068,CWE-1068,False
CWE-1076,2021,1,CWE-1076,CWE-1076,False
CWE-1076,2023,1,CWE-1076,CWE-1076,False
CWE-1077,2022,1,CWE-1077,CWE-1077,False
CWE-1077,2023,3,CWE-1077,CWE-1077,False
CWE-1078,2024,1,CWE-1078,CWE-1078,False
CWE-1083,2022,1,CWE-1083,CWE-1083,False
CWE-1088,2020,1,CWE-1088,CWE-1088,False
CWE-1088,2024,3,CWE-1088,CWE-1088,False
CWE-1088,2025,1,CWE-1088,CWE-1088,False
CWE-11,2021,1,CWE-11,CWE-11,False
CWE-11,2024,1,CWE-11,CWE-11,False
CWE-1100,2024,1,CWE-1100,CWE-1100,False
CWE-1100,2025,1,CWE-1100,CWE-1100,False
CWE-1102,2025,1,CWE-1102,CWE-1102,False
CWE-1103,2020,1,CWE-1103,CWE-1103,False
CWE-1103,2023,1,CWE-1103,CWE-1103,False
CWE-1104,2021,1,CWE-1104,CWE-1104,False
CWE-1104,2022,1,CWE-1104,CWE-1104,False
CWE-1104,2023,1,CWE-1104,CWE-1104,False
CWE-1104,2024,4,CWE-1104,CWE-1104,False
CWE-1104,2025,9,CWE-1104,CWE-1104,False
CWE-1106,2024,1,CWE-1106,CWE-1106,False
CWE-1107,2024,2,CWE-1107,CWE-1107,False
CWE-1108,2022,1,CWE-1108,CWE-1108,False
CWE-1108,2024,1,CWE-1108,CWE-1108,False
CWE-111,2016,1,CWE-111,CWE-111,False
CWE-111,2018,1,CWE-111,CWE-111,False
CWE-1112,2023,1,CWE-1112,CWE-1112,False
CWE-1112,2025,1,CWE-1112,CWE-1112,False
CWE-1116,2022,2,CWE-1116,CWE-1116,False
CWE-1116,2025,2,CWE-1116,CWE-1116,False
CWE-1118,2022,1,CWE-1118,CWE-1118,False
CWE-112,2020,2,CWE-112,CWE-112,False
CWE-112,2021,2,CWE-112,CWE-112,False
CWE-112,2022,1,CWE-112,CWE-112,False
CWE-112,2023,1,CWE-112,CWE-112,False
CWE-1125,2022,2,CWE-1125,CWE-1125,False
CWE-1125,2023,2,CWE-1125,CWE-1125,False
CWE-113,2007,1,CWE-113,CWE-113,False
CWE-113,2015,2,CWE-113,CWE-113,False
CWE-113,2016,5,CWE-113,CWE-113,False
CWE-113,2017,6,CWE-113,CWE-113,False
CWE-113,2018,9,CWE-113,CWE-113,False
CWE-113,2019,3,CWE-113,CWE-113,False
CWE-113,2020,5,CWE-113,CWE-113,False
CWE-113,2021,2,CWE-113,CWE-113,False
CWE-113,2022,7,CWE-113,CWE-113,False
CWE-113,2023,9,CWE-113,CWE-113,False
CWE-113,2024,8,CWE-113,CWE-113,False
CWE-113,2025,11,CWE-113,CWE-113,False
CWE-114,2019,3,CWE-114,CWE-114,False
CWE-114,2020,5,CWE-114,CWE-114,False
CWE-114,2021,1,CWE-114,CWE-114,False
CWE-114,2022,1,CWE-114,CWE-114,False
CWE-114,2023,2,CWE-114,CWE-114,False
CWE-114,2024,6,CWE-114,CWE-114,False
CWE-114,2025,6,CWE-114,CWE-114,False
CWE-115,2018,3,CWE-115,CWE-115,False
CWE-115,2020,4,CWE-115,CWE-115,False
CWE-115,2021,3,CWE-115,CWE-115,False
CWE-115,2022,4,CWE-115,CWE-115,False
CWE-115,2023,3,CWE-115,CWE-115,False
CWE-115,2024,1,CWE-115,CWE-115,False
CWE-115,2025,8,CWE-115,CWE-115,False
CWE-116,2009,1,CWE-116,CWE-116,False
CWE-116,2013,2,CWE-116,CWE-116,False
CWE-116,2014,1,CWE-116,CWE-116,False
CWE-116,2015,2,CWE-116,CWE-116,False
CWE-116,2016,2,CWE-116,CWE-116,False
CWE-116,2017,4,CWE-116,CWE-116,False
CWE-116,2018,10,CWE-116,CWE-116,False
CWE-116,2019,21,CWE-116,CWE-116,False
CWE-116,2020,24,CWE-116,CWE-116,False
CWE-116,2021,46,CWE-116,CWE-116,False
CWE-116,2022,57,CWE-116,CWE-116,False
CWE-116,2023,59,CWE-116,CWE-116,False
CWE-116,2024,63,CWE-116,CWE-116,False
CWE-116,2025,55,CWE-116,CWE-116,False
CWE-1164,2025,1,CWE-1164,CWE-1164,False
CWE-117,2015,1,CWE-117,CWE-117,False
CWE-117,2018,1,CWE-117,CWE-117,False
CWE-117,2019,5,CWE-117,CWE-117,False
CWE-117,2020,4,CWE-117,CWE-117,False
CWE-117,2021,5,CWE-117,CWE-117,False
CWE-117,2022,3,CWE-117,CWE-117,False
CWE-117,2023,18,CWE-117,CWE-117,False
CWE-117,2024,25,CWE-117,CWE-117,False
CWE-117,2025,23,CWE-117,CWE-117,False
CWE-1173,2020,1,CWE-1173,CWE-1173,False
CWE-1173,2022,1,CWE-1173,CWE-1173,False
CWE-1173,2023,2,CWE-1173,CWE-1173,False
CWE-1173,2025,2,CWE-1173,CWE-1173,False
CWE-1174,2023,1,CWE-1174,CWE-1174,False
CWE-1176,2024,1,CWE-1176,CWE-1176,False
CWE-1176,2025,1,CWE-1176,CWE-1176,False
CWE-118,2014,1,CWE-118,CWE-118,False
CWE-118,2015,6,CWE-118,CWE-118,False
CWE-118,2016,1,CWE-118,CWE-118,False
CWE-118,2017,3,CWE-118,CWE-118,False
CWE-118,2018,1,CWE-118,CWE-118,False
CWE-118,2019,1,CWE-118,CWE-118,False
CWE-118,2020,2,CWE-118,CWE-118,False
CWE-118,2022,2,CWE-118,CWE-118,False
CWE-118,2023,4,CWE-118,CWE-118,False
CWE-118,2024,1,CWE-118,CWE-118,False
CWE-118,2025,2,CWE-118,CWE-118,False
CWE-1187,2017,2,CWE-1187,CWE-1187,False
CWE-1187,2019,1,CWE-1187,CWE-1187,False
CWE-1188,2008,1,CWE-1188,CWE-1188,False
CWE-1188,2010,1,CWE-1188,CWE-1188,False
CWE-1188,2014,1,CWE-1188,CWE-1188,False
CWE-1188,2017,20,CWE-1188,CWE-1188,False
CWE-1188,2018,22,CWE-1188,CWE-1188,False
CWE-1188,2019,29,CWE-1188,CWE-1188,False
CWE-1188,2020,27,CWE-1188,CWE-1188,False
CWE-1188,2021,20,CWE-1188,CWE-1188,False
CWE-1188,2022,24,CWE-1188,CWE-1188,False
CWE-1188,2023,14,CWE-1188,CWE-1188,False
CWE-1188,2024,29,CWE-1188,CWE-1188,False
CWE-1188,2025,44,CWE-1188,CWE-1188,False
CWE-1189,2023,3,CWE-1189,CWE-1189,False
CWE-119,1999,7,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2000,1,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2001,10,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2002,42,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2003,55,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2004,26,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2005,69,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2006,151,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2007,484,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2008,576,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2009,550,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2010,521,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2011,638,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2012,659,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2013,750,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2014,825,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2015,1087,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2016,1257,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2017,2004,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2018,840,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2019,252,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2020,195,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2021,363,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2022,286,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2023,245,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2024,214,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-119,2025,1122,Buffer Overflow,CWE-119 - Buffer Overflow,True
CWE-1190,2022,1,CWE-1190,CWE-1190,False
CWE-1191,2020,1,CWE-1191,CWE-1191,False
CWE-1191,2022,1,CWE-1191,CWE-1191,False
CWE-1191,2023,1,CWE-1191,CWE-1191,False
CWE-1191,2024,3,CWE-1191,CWE-1191,False
CWE-1191,2025,12,CWE-1191,CWE-1191,False
CWE-12,2020,1,CWE-12,CWE-12,False
CWE-120,1999,2,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2000,5,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2001,3,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2002,4,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2003,6,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2004,3,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2005,1,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2006,6,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2007,6,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2008,6,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2009,8,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2010,16,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2011,20,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2012,6,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2013,15,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2014,12,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2015,26,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2016,21,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2017,80,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2018,78,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2019,196,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2020,355,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2021,440,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2022,518,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2023,527,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2024,635,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-120,2025,702,Classic Buffer Overflow,CWE-120 - Classic Buffer Overflow,False
CWE-1204,2022,1,CWE-1204,CWE-1204,False
CWE-1204,2023,1,CWE-1204,CWE-1204,False
CWE-1204,2025,1,CWE-1204,CWE-1204,False
CWE-121,2008,2,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2009,9,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2010,19,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2011,10,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2012,9,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2013,6,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2014,22,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2015,2,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2016,2,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2017,109,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2018,55,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2019,51,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2020,81,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2021,225,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2022,161,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2023,447,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2024,712,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-121,2025,765,Stack-based Buffer Overflow,CWE-121 - Stack-based Buffer Overflow,False
CWE-1218,2022,1,CWE-1218,CWE-1218,False
CWE-122,2013,3,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2014,4,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2015,2,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2016,10,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2017,11,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2018,38,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2019,65,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2020,83,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2021,140,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2022,179,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2023,298,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2024,479,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-122,2025,517,Heap-based Buffer Overflow,CWE-122 - Heap-based Buffer Overflow,False
CWE-1220,2021,1,CWE-1220,CWE-1220,False
CWE-1220,2022,6,CWE-1220,CWE-1220,False
CWE-1220,2023,16,CWE-1220,CWE-1220,False
CWE-1220,2024,22,CWE-1220,CWE-1220,False
CWE-1220,2025,21,CWE-1220,CWE-1220,False
CWE-1221,2022,2,CWE-1221,CWE-1221,False
CWE-1222,2025,1,CWE-1222,CWE-1222,False
CWE-1223,2024,1,CWE-1223,CWE-1223,False
CWE-1223,2025,1,CWE-1223,CWE-1223,False
CWE-1224,2022,1,CWE-1224,CWE-1224,False
CWE-123,2014,1,CWE-123,CWE-123,False
CWE-123,2015,1,CWE-123,CWE-123,False
CWE-123,2017,2,CWE-123,CWE-123,False
CWE-123,2018,5,CWE-123,CWE-123,False
CWE-123,2020,3,CWE-123,CWE-123,False
CWE-123,2021,7,CWE-123,CWE-123,False
CWE-123,2022,7,CWE-123,CWE-123,False
CWE-123,2024,11,CWE-123,CWE-123,False
CWE-123,2025,6,CWE-123,CWE-123,False
CWE-1230,2023,4,CWE-1230,CWE-1230,False
CWE-1230,2024,7,CWE-1230,CWE-1230,False
CWE-1230,2025,8,CWE-1230,CWE-1230,False
CWE-1231,2022,1,CWE-1231,CWE-1231,False
CWE-1231,2024,1,CWE-1231,CWE-1231,False
CWE-1233,2022,1,CWE-1233,CWE-1233,False
CWE-1233,2025,3,CWE-1233,CWE-1233,False
CWE-1234,2023,2,CWE-1234,CWE-1234,False
CWE-1236,2018,24,CWE-1236,CWE-1236,False
CWE-1236,2019,25,CWE-1236,CWE-1236,False
CWE-1236,2020,39,CWE-1236,CWE-1236,False
CWE-1236,2021,30,CWE-1236,CWE-1236,False
CWE-1236,2022,57,CWE-1236,CWE-1236,False
CWE-1236,2023,51,CWE-1236,CWE-1236,False
CWE-1236,2024,21,CWE-1236,CWE-1236,False
CWE-1236,2025,27,CWE-1236,CWE-1236,False
CWE-124,2015,1,CWE-124,CWE-124,False
CWE-124,2018,2,CWE-124,CWE-124,False
CWE-124,2020,1,CWE-124,CWE-124,False
CWE-124,2021,3,CWE-124,CWE-124,False
CWE-124,2022,2,CWE-124,CWE-124,False
CWE-124,2023,5,CWE-124,CWE-124,False
CWE-124,2024,1,CWE-124,CWE-124,False
CWE-124,2025,10,CWE-124,CWE-124,False
CWE-1240,2023,1,CWE-1240,CWE-1240,False
CWE-1240,2024,3,CWE-1240,CWE-1240,False
CWE-1240,2025,7,CWE-1240,CWE-1240,False
CWE-1241,2016,1,CWE-1241,CWE-1241,False
CWE-1241,2021,2,CWE-1241,CWE-1241,False
CWE-1241,2023,1,CWE-1241,CWE-1241,False
CWE-1242,2017,1,CWE-1242,CWE-1242,False
CWE-1242,2021,1,CWE-1242,CWE-1242,False
CWE-1242,2024,4,CWE-1242,CWE-1242,False
CWE-1242,2025,4,CWE-1242,CWE-1242,False
CWE-1244,2020,1,CWE-1244,CWE-1244,False
CWE-1244,2022,1,CWE-1244,CWE-1244,False
CWE-1244,2024,1,CWE-1244,CWE-1244,False
CWE-1244,2025,7,CWE-1244,CWE-1244,False
CWE-1245,2024,4,CWE-1245,CWE-1245,False
CWE-1246,2023,1,CWE-1246,CWE-1246,False
CWE-1246,2024,1,CWE-1246,CWE-1246,False
CWE-1247,2022,1,CWE-1247,CWE-1247,False
CWE-1247,2024,1,CWE-1247,CWE-1247,False
CWE-1247,2025,1,CWE-1247,CWE-1247,False
CWE-125,2004,6,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2006,2,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2007,1,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2009,1,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2010,1,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2011,36,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2012,8,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2013,8,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2014,30,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2015,33,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2016,200,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2017,707,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2018,845,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2019,819,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2020,801,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2021,824,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2022,895,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2023,1011,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2024,992,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-125,2025,810,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,True
CWE-1250,2022,1,CWE-1250,CWE-1250,False
CWE-1250,2023,1,CWE-1250,CWE-1250,False
CWE-1250,2024,1,CWE-1250,CWE-1250,False
CWE-1250,2025,2,CWE-1250,CWE-1250,False
CWE-1251,2023,1,CWE-1251,CWE-1251,False
CWE-1251,2024,1,CWE-1251,CWE-1251,False
CWE-1253,2023,1,CWE-1253,CWE-1253,False
CWE-1254,2013,1,CWE-1254,CWE-1254,False
CWE-1254,2022,1,CWE-1254,CWE-1254,False
CWE-1255,2024,2,CWE-1255,CWE-1255,False
CWE-1255,2025,1,CWE-1255,CWE-1255,False
CWE-1256,2024,4,CWE-1256,CWE-1256,False
CWE-1257,2019,1,CWE-1257,CWE-1257,False
CWE-1257,2025,2,CWE-1257,CWE-1257,False
CWE-1258,2022,3,CWE-1258,CWE-1258,False
CWE-1258,2023,1,CWE-1258,CWE-1258,False
CWE-1258,2024,2,CWE-1258,CWE-1258,False
CWE-1258,2025,2,CWE-1258,CWE-1258,False
CWE-1259,2022,2,CWE-1259,CWE-1259,False
CWE-1259,2024,6,CWE-1259,CWE-1259,False
CWE-1259,2025,5,CWE-1259,CWE-1259,False
CWE-126,2017,3,CWE-126,CWE-126,False
CWE-126,2018,8,CWE-126,CWE-126,False
CWE-126,2019,4,CWE-126,CWE-126,False
CWE-126,2020,4,CWE-126,CWE-126,False
CWE-126,2021,16,CWE-126,CWE-126,False
CWE-126,2022,64,CWE-126,CWE-126,False
CWE-126,2023,104,CWE-126,CWE-126,False
CWE-126,2024,104,CWE-126,CWE-126,False
CWE-126,2025,90,CWE-126,CWE-126,False
CWE-1260,2019,1,CWE-1260,CWE-1260,False
CWE-1260,2022,1,CWE-1260,CWE-1260,False
CWE-1260,2024,1,CWE-1260,CWE-1260,False
CWE-1260,2025,2,CWE-1260,CWE-1260,False
CWE-1262,2022,1,CWE-1262,CWE-1262,False
CWE-1262,2023,1,CWE-1262,CWE-1262,False
CWE-1262,2024,3,CWE-1262,CWE-1262,False
CWE-1262,2025,2,CWE-1262,CWE-1262,False
CWE-1263,2022,4,CWE-1263,CWE-1263,False
CWE-1263,2023,1,CWE-1263,CWE-1263,False
CWE-1263,2024,4,CWE-1263,CWE-1263,False
CWE-1263,2025,3,CWE-1263,CWE-1263,False
CWE-1264,2022,1,CWE-1264,CWE-1264,False
CWE-1264,2024,1,CWE-1264,CWE-1264,False
CWE-1265,2023,1,CWE-1265,CWE-1265,False
CWE-1269,2023,1,CWE-1269,CWE-1269,False
CWE-1269,2024,1,CWE-1269,CWE-1269,False
CWE-127,2020,2,CWE-127,CWE-127,False
CWE-127,2024,2,CWE-127,CWE-127,False
CWE-127,2025,2,CWE-127,CWE-127,False
CWE-1270,2022,1,CWE-1270,CWE-1270,False
CWE-1270,2023,4,CWE-1270,CWE-1270,False
CWE-1270,2025,1,CWE-1270,CWE-1270,False
CWE-1272,2020,1,CWE-1272,CWE-1272,False
CWE-1272,2023,1,CWE-1272,CWE-1272,False
CWE-1274,2022,2,CWE-1274,CWE-1274,False
CWE-1274,2023,1,CWE-1274,CWE-1274,False
CWE-1274,2025,3,CWE-1274,CWE-1274,False
CWE-1275,2022,1,CWE-1275,CWE-1275,False
CWE-1275,2023,1,CWE-1275,CWE-1275,False
CWE-1275,2024,4,CWE-1275,CWE-1275,False
CWE-1275,2025,3,CWE-1275,CWE-1275,False
CWE-1278,2021,1,CWE-1278,CWE-1278,False
CWE-1279,2023,1,CWE-1279,CWE-1279,False
CWE-1279,2024,1,CWE-1279,CWE-1279,False
CWE-1279,2025,1,CWE-1279,CWE-1279,False
CWE-128,2022,1,CWE-128,CWE-128,False
CWE-128,2024,1,CWE-128,CWE-128,False
CWE-1281,2023,2,CWE-1281,CWE-1281,False
CWE-1281,2024,1,CWE-1281,CWE-1281,False
CWE-1281,2025,2,CWE-1281,CWE-1281,False
CWE-1282,2022,1,CWE-1282,CWE-1282,False
CWE-1283,2022,1,CWE-1283,CWE-1283,False
CWE-1283,2023,1,CWE-1283,CWE-1283,False
CWE-1283,2024,1,CWE-1283,CWE-1283,False
CWE-1284,2008,2,CWE-1284,CWE-1284,False
CWE-1284,2009,1,CWE-1284,CWE-1284,False
CWE-1284,2010,1,CWE-1284,CWE-1284,False
CWE-1284,2013,1,CWE-1284,CWE-1284,False
CWE-1284,2020,1,CWE-1284,CWE-1284,False
CWE-1284,2021,31,CWE-1284,CWE-1284,False
CWE-1284,2022,70,CWE-1284,CWE-1284,False
CWE-1284,2023,39,CWE-1284,CWE-1284,False
CWE-1284,2024,43,CWE-1284,CWE-1284,False
CWE-1284,2025,47,CWE-1284,CWE-1284,False
