cwe_id,cves_count,cvss_medio,quadrante,score_risco,high_critical_pct,rank_freq,rank_severity,cwe_nome_curto,cwe_label,faixa_risco,in_top10_risco,quadrante_ordem
CWE-1285,37,7.42,Baixo Risco,0.0007,72.97,234,239,CWE-1285,CWE-1285,Moderado/Baixo,False,4
CWE-99,45,6.06,Baixo Risco,0.0007,40.0,213,606,CWE-99,CWE-99,Moderado/Baixo,False,4
CWE-926,75,3.48,Frequente,0.0006,6.67,174,745,CWE-926,CWE-926,Moderado/Baixo,False,3
CWE-805,35,7.33,Baixo Risco,0.0006,80.0,237,259,CWE-805,CWE-805,Moderado/Baixo,False,4
CWE-940,37,6.87,Baixo Risco,0.0006,43.24,232,397,CWE-940,CWE-940,Moderado/Baixo,False,4
CWE-378,39,6.49,Baixo Risco,0.0006,56.41,225,517,CWE-378,CWE-378,Moderado/Baixo,False,4
CWE-273,34,7.44,Baixo Risco,0.0006,70.59,239,236,CWE-273,CWE-273,Moderado/Baixo,False,4
CWE-170,34,7.31,Baixo Risco,0.0006,64.71,242,262,CWE-170,CWE-170,Moderado/Baixo,False,4
CWE-664,39,6.28,Baixo Risco,0.0006,43.59,222,561,CWE-664,CWE-664,Moderado/Baixo,False,4
CWE-471,33,7.37,Baixo Risco,0.0006,57.58,245,251,CWE-471,CWE-471,Moderado/Baixo,False,4
CWE-150,36,6.73,Baixo Risco,0.0006,52.78,236,437,CWE-150,CWE-150,Moderado/Baixo,False,4
CWE-325,37,6.49,Baixo Risco,0.0006,40.54,231,516,CWE-325,CWE-325,Moderado/Baixo,False,4
CWE-75,31,7.73,Severa,0.0006,67.74,248,137,CWE-75,CWE-75,Moderado/Baixo,False,2
CWE-1393,29,8.13,Severa,0.0006,68.97,261,68,CWE-1393,CWE-1393,Moderado/Baixo,False,2
CWE-302,30,7.81,Severa,0.0006,70.0,253,112,CWE-302,CWE-302,Moderado/Baixo,False,2
CWE-644,37,6.3,Baixo Risco,0.0006,27.03,230,555,CWE-644,CWE-644,Moderado/Baixo,False,4
CWE-261,33,6.92,Baixo Risco,0.0006,45.45,246,381,CWE-261,CWE-261,Moderado/Baixo,False,4
CWE-353,31,7.34,Baixo Risco,0.0006,58.06,249,256,CWE-353,CWE-353,Moderado/Baixo,False,4
CWE-385,36,6.27,Baixo Risco,0.0005,36.11,235,563,CWE-385,CWE-385,Moderado/Baixo,False,4
CWE-405,32,6.97,Baixo Risco,0.0005,65.62,247,364,CWE-405,CWE-405,Moderado/Baixo,False,4
CWE-420,30,7.26,Baixo Risco,0.0005,60.0,252,277,CWE-420,CWE-420,Moderado/Baixo,False,4
CWE-87,38,5.61,Baixo Risco,0.0005,5.26,226,681,CWE-87,CWE-87,Moderado/Baixo,False,4
CWE-440,34,6.23,Baixo Risco,0.0005,29.41,238,574,CWE-440,CWE-440,Moderado/Baixo,False,4
CWE-356,29,7.29,Baixo Risco,0.0005,68.97,258,269,CWE-356,CWE-356,Moderado/Baixo,False,4
CWE-92,34,6.09,Baixo Risco,0.0005,26.47,241,602,CWE-92,CWE-92,Moderado/Baixo,False,4
CWE-348,34,6.03,Baixo Risco,0.0005,26.47,240,619,CWE-348,CWE-348,Moderado/Baixo,False,4
CWE-304,27,7.57,Severa,0.0005,70.37,266,177,CWE-304,CWE-304,Moderado/Baixo,False,2
CWE-691,31,6.56,Baixo Risco,0.0005,45.16,251,488,CWE-691,CWE-691,Moderado/Baixo,False,4
CWE-924,30,6.75,Baixo Risco,0.0005,50.0,256,431,CWE-924,CWE-924,Moderado/Baixo,False,4
CWE-286,29,6.94,Baixo Risco,0.0005,51.72,257,374,CWE-286,CWE-286,Moderado/Baixo,False,4
CWE-782,26,7.72,Severa,0.0005,76.92,268,139,CWE-782,CWE-782,Moderado/Baixo,False,2
CWE-841,34,5.9,Baixo Risco,0.0005,38.24,243,641,CWE-841,CWE-841,Moderado/Baixo,False,4
CWE-124,25,7.91,Severa,0.0005,68.0,272,94,CWE-124,CWE-124,Moderado/Baixo,False,2
CWE-349,29,6.78,Baixo Risco,0.0005,55.17,260,424,CWE-349,CWE-349,Moderado/Baixo,False,4
CWE-825,26,7.54,Severa,0.0005,53.85,270,183,CWE-825,CWE-825,Moderado/Baixo,False,2
CWE-1004,30,6.5,Baixo Risco,0.0005,33.33,255,514,CWE-1004,CWE-1004,Moderado/Baixo,False,4
CWE-391,23,8.43,Severa,0.0005,73.91,280,47,CWE-391,CWE-391,Moderado/Baixo,False,2
CWE-241,31,6.25,Baixo Risco,0.0005,38.71,250,568,CWE-241,CWE-241,Moderado/Baixo,False,4
CWE-316,33,5.82,Baixo Risco,0.0005,24.24,244,654,CWE-316,CWE-316,Moderado/Baixo,False,4
CWE-118,24,7.99,Severa,0.0005,70.83,277,81,CWE-118,CWE-118,Moderado/Baixo,False,2
CWE-424,28,6.73,Baixo Risco,0.0005,50.0,264,438,CWE-424,CWE-424,Moderado/Baixo,False,4
CWE-409,29,6.46,Baixo Risco,0.0005,31.03,259,521,CWE-409,CWE-409,Moderado/Baixo,False,4
CWE-114,24,7.75,Severa,0.0005,70.83,274,128,CWE-114,CWE-114,Moderado/Baixo,False,2
CWE-592,23,7.95,Severa,0.0004,73.91,278,86,CWE-592,CWE-592,Moderado/Baixo,False,2
CWE-323,27,6.55,Baixo Risco,0.0004,25.93,265,491,CWE-323,CWE-323,Moderado/Baixo,False,4
CWE-202,28,6.28,Baixo Risco,0.0004,32.14,263,562,CWE-202,CWE-202,Moderado/Baixo,False,4
CWE-185,25,6.98,Baixo Risco,0.0004,56.0,271,359,CWE-185,CWE-185,Moderado/Baixo,False,4
CWE-27,24,7.25,Baixo Risco,0.0004,58.33,276,278,CWE-27,CWE-27,Moderado/Baixo,False,4
CWE-96,22,7.87,Severa,0.0004,68.18,285,102,CWE-96,CWE-96,Moderado/Baixo,False,2
CWE-233,24,7.2,Baixo Risco,0.0004,54.17,275,292,CWE-233,CWE-233,Moderado/Baixo,False,4
CWE-289,22,7.78,Severa,0.0004,77.27,284,125,CWE-289,CWE-289,Moderado/Baixo,False,2
CWE-524,30,5.55,Baixo Risco,0.0004,23.33,254,687,CWE-524,CWE-524,Moderado/Baixo,False,4
CWE-115,26,6.39,Baixo Risco,0.0004,34.62,267,535,CWE-115,CWE-115,Moderado/Baixo,False,4
CWE-260,23,7.23,Baixo Risco,0.0004,56.52,283,284,CWE-260,CWE-260,Moderado/Baixo,False,4
CWE-270,23,7.18,Baixo Risco,0.0004,56.52,282,303,CWE-270,CWE-270,Moderado/Baixo,False,4
CWE-272,21,7.48,Baixo Risco,0.0004,66.67,292,220,CWE-272,CWE-272,Moderado/Baixo,False,4
CWE-213,28,5.54,Baixo Risco,0.0004,28.57,262,689,CWE-213,CWE-213,Moderado/Baixo,False,4
CWE-540,26,5.95,Baixo Risco,0.0004,26.92,269,634,CWE-540,CWE-540,Moderado/Baixo,False,4
CWE-402,23,6.71,Baixo Risco,0.0004,52.17,279,442,CWE-402,CWE-402,Moderado/Baixo,False,4
CWE-690,22,7.0,Baixo Risco,0.0004,77.27,286,354,CWE-690,CWE-690,Moderado/Baixo,False,4
CWE-501,21,7.31,Baixo Risco,0.0004,66.67,288,264,CWE-501,CWE-501,Moderado/Baixo,False,4
CWE-282,25,6.05,Baixo Risco,0.0004,28.0,273,611,CWE-282,CWE-282,Moderado/Baixo,False,4
CWE-757,20,7.46,Baixo Risco,0.0004,70.0,294,229,CWE-757,CWE-757,Moderado/Baixo,False,4
CWE-1385,20,7.37,Baixo Risco,0.0004,55.0,296,250,CWE-1385,CWE-1385,Moderado/Baixo,False,4
CWE-268,20,7.35,Baixo Risco,0.0004,70.0,295,253,CWE-268,CWE-268,Moderado/Baixo,False,4
CWE-279,21,6.74,Baixo Risco,0.0003,57.14,291,434,CWE-279,CWE-279,Moderado/Baixo,False,4
CWE-340,21,6.65,Baixo Risco,0.0003,47.62,290,462,CWE-340,CWE-340,Moderado/Baixo,False,4
CWE-791,23,5.86,Baixo Risco,0.0003,34.78,281,650,CWE-791,CWE-791,Moderado/Baixo,False,4
CWE-523,18,7.47,Baixo Risco,0.0003,77.78,306,223,CWE-523,CWE-523,Moderado/Baixo,False,4
CWE-488,19,7.05,Baixo Risco,0.0003,63.16,299,341,CWE-488,CWE-488,Moderado/Baixo,False,4
CWE-1104,16,8.34,Severa,0.0003,87.5,324,54,CWE-1104,CWE-1104,Moderado/Baixo,False,2
CWE-603,16,8.34,Severa,0.0003,81.25,327,55,CWE-603,CWE-603,Moderado/Baixo,False,2
CWE-1288,19,6.91,Baixo Risco,0.0003,57.89,298,383,CWE-1288,CWE-1288,Moderado/Baixo,False,4
CWE-477,15,8.57,Severa,0.0003,86.67,334,38,CWE-477,CWE-477,Moderado/Baixo,False,2
CWE-943,18,7.1,Baixo Risco,0.0003,50.0,309,329,CWE-943,CWE-943,Moderado/Baixo,False,4
CWE-410,18,7.02,Baixo Risco,0.0003,66.67,302,349,CWE-410,CWE-410,Moderado/Baixo,False,4
CWE-833,19,6.64,Baixo Risco,0.0003,52.63,300,468,CWE-833,CWE-833,Moderado/Baixo,False,4
CWE-41,21,5.96,Baixo Risco,0.0003,28.57,289,631,CWE-41,CWE-41,Moderado/Baixo,False,4
CWE-195,16,7.64,Severa,0.0003,81.25,325,160,CWE-195,CWE-195,Moderado/Baixo,False,2
CWE-158,17,7.19,Baixo Risco,0.0003,52.94,315,300,CWE-158,CWE-158,Moderado/Baixo,False,4
CWE-783,17,7.19,Baixo Risco,0.0003,76.47,318,299,CWE-783,CWE-783,Moderado/Baixo,False,4
CWE-313,21,5.73,Baixo Risco,0.0003,28.57,293,664,CWE-313,CWE-313,Moderado/Baixo,False,4
CWE-708,18,6.66,Baixo Risco,0.0003,38.89,312,460,CWE-708,CWE-708,Moderado/Baixo,False,4
CWE-590,16,7.45,Baixo Risco,0.0003,75.0,322,233,CWE-590,CWE-590,Moderado/Baixo,False,4
CWE-324,18,6.54,Baixo Risco,0.0003,38.89,303,495,CWE-324,CWE-324,Moderado/Baixo,False,4
CWE-684,18,6.39,Baixo Risco,0.0003,38.89,311,536,CWE-684,CWE-684,Moderado/Baixo,False,4
CWE-453,16,7.19,Baixo Risco,0.0003,56.25,326,301,CWE-453,CWE-453,Moderado/Baixo,False,4
CWE-322,16,7.16,Baixo Risco,0.0003,68.75,320,308,CWE-322,CWE-322,Moderado/Baixo,False,4
CWE-1191,18,6.32,Baixo Risco,0.0003,27.78,308,552,CWE-1191,CWE-1191,Moderado/Baixo,False,4
CWE-406,15,7.46,Baixo Risco,0.0003,80.0,336,228,CWE-406,CWE-406,Moderado/Baixo,False,4
CWE-1230,19,5.88,Baixo Risco,0.0003,26.32,301,646,CWE-1230,CWE-1230,Moderado/Baixo,False,4
CWE-696,18,6.18,Baixo Risco,0.0003,27.78,305,581,CWE-696,CWE-696,Moderado/Baixo,False,4
CWE-417,15,7.34,Baixo Risco,0.0003,66.67,328,255,CWE-417,CWE-417,Moderado/Baixo,False,4
CWE-1295,19,5.71,Baixo Risco,0.0003,26.32,297,665,CWE-1295,CWE-1295,Moderado/Baixo,False,4
CWE-214,17,6.27,Baixo Risco,0.0003,41.18,317,564,CWE-214,CWE-214,Moderado/Baixo,False,4
CWE-253,15,7.08,Baixo Risco,0.0003,66.67,331,334,CWE-253,CWE-253,Moderado/Baixo,False,4
CWE-26,14,7.54,Severa,0.0003,71.43,346,182,CWE-26,CWE-26,Moderado/Baixo,False,2
CWE-84,18,5.74,Baixo Risco,0.0003,11.11,307,662,CWE-84,CWE-84,Moderado/Baixo,False,4
CWE-357,17,6.05,Baixo Risco,0.0002,35.29,314,610,CWE-357,CWE-357,Moderado/Baixo,False,4
CWE-460,17,6.05,Baixo Risco,0.0002,41.18,316,615,CWE-460,CWE-460,Moderado/Baixo,False,4
CWE-642,15,6.77,Baixo Risco,0.0002,40.0,333,426,CWE-642,CWE-642,Moderado/Baixo,False,4
CWE-657,17,5.94,Baixo Risco,0.0002,29.41,319,635,CWE-657,CWE-657,Moderado/Baixo,False,4
CWE-525,22,4.58,Baixo Risco,0.0002,13.64,287,732,CWE-525,CWE-525,Moderado/Baixo,False,4
CWE-350,15,6.68,Baixo Risco,0.0002,40.0,335,454,CWE-350,CWE-350,Moderado/Baixo,False,4
CWE-155,14,7.16,Baixo Risco,0.0002,35.71,344,309,CWE-155,CWE-155,Moderado/Baixo,False,4
CWE-836,12,8.34,Severa,0.0002,91.67,365,56,CWE-836,CWE-836,Moderado/Baixo,False,2
CWE-226,18,5.53,Baixo Risco,0.0002,22.22,310,692,CWE-226,CWE-226,Moderado/Baixo,False,4
CWE-140,14,7.08,Baixo Risco,0.0002,42.86,345,335,CWE-140,CWE-140,Moderado/Baixo,False,4
CWE-779,16,6.18,Baixo Risco,0.0002,31.25,321,582,CWE-779,CWE-779,Moderado/Baixo,False,4
CWE-395,16,6.18,Baixo Risco,0.0002,25.0,323,583,CWE-395,CWE-395,Moderado/Baixo,False,4
CWE-778,18,5.42,Baixo Risco,0.0002,27.78,313,702,CWE-778,CWE-778,Moderado/Baixo,False,4
CWE-636,13,7.45,Baixo Risco,0.0002,53.85,348,234,CWE-636,CWE-636,Moderado/Baixo,False,4
CWE-83,15,6.37,Baixo Risco,0.0002,26.67,332,539,CWE-83,CWE-83,Moderado/Baixo,False,4
CWE-183,15,6.29,Baixo Risco,0.0002,40.0,329,560,CWE-183,CWE-183,Moderado/Baixo,False,4
CWE-927,18,5.18,Baixo Risco,0.0002,22.22,304,713,CWE-927,CWE-927,Moderado/Baixo,False,4
CWE-228,13,7.15,Baixo Risco,0.0002,61.54,357,316,CWE-228,CWE-228,Moderado/Baixo,False,4
CWE-390,13,7.14,Baixo Risco,0.0002,46.15,353,317,CWE-390,CWE-390,Moderado/Baixo,False,4
CWE-172,15,6.09,Baixo Risco,0.0002,33.33,330,600,CWE-172,CWE-172,Moderado/Baixo,False,4
CWE-599,12,7.46,Baixo Risco,0.0002,66.67,362,230,CWE-599,CWE-599,Moderado/Baixo,False,4
CWE-606,14,6.37,Baixo Risco,0.0002,35.71,341,540,CWE-606,CWE-606,Moderado/Baixo,False,4
CWE-394,13,6.85,Baixo Risco,0.0002,53.85,349,403,CWE-394,CWE-394,Moderado/Baixo,False,4
CWE-244,14,6.36,Baixo Risco,0.0002,35.71,343,545,CWE-244,CWE-244,Moderado/Baixo,False,4
CWE-1394,12,7.28,Baixo Risco,0.0002,66.67,360,273,CWE-1394,CWE-1394,Moderado/Baixo,False,4
CWE-830,12,7.28,Baixo Risco,0.0002,58.33,369,272,CWE-830,CWE-830,Moderado/Baixo,False,4
CWE-283,14,6.24,Baixo Risco,0.0002,35.71,342,570,CWE-283,CWE-283,Moderado/Baixo,False,4
CWE-229,13,6.72,Baixo Risco,0.0002,46.15,356,439,CWE-229,CWE-229,Moderado/Baixo,False,4
CWE-366,13,6.71,Baixo Risco,0.0002,61.54,358,444,CWE-366,CWE-366,Moderado/Baixo,False,4
CWE-698,10,8.67,Severa,0.0002,80.0,392,35,CWE-698,CWE-698,Moderado/Baixo,False,2
CWE-351,12,7.15,Baixo Risco,0.0002,58.33,366,315,CWE-351,CWE-351,Moderado/Baixo,False,4
CWE-911,12,7.07,Baixo Risco,0.0002,75.0,363,337,CWE-911,CWE-911,Moderado/Baixo,False,4
CWE-334,12,7.07,Baixo Risco,0.0002,58.33,368,336,CWE-334,CWE-334,Moderado/Baixo,False,4
CWE-215,14,6.03,Baixo Risco,0.0002,35.71,339,620,CWE-215,CWE-215,Moderado/Baixo,False,4
CWE-1386,13,6.37,Baixo Risco,0.0002,53.85,352,541,CWE-1386,CWE-1386,Moderado/Baixo,False,4
CWE-419,11,7.51,Baixo Risco,0.0002,72.73,375,190,CWE-419,CWE-419,Moderado/Baixo,False,4
CWE-1259,13,6.34,Baixo Risco,0.0002,15.38,351,551,CWE-1259,CWE-1259,Moderado/Baixo,False,4
CWE-31,11,7.48,Baixo Risco,0.0002,72.73,374,219,CWE-31,CWE-31,Moderado/Baixo,False,4
CWE-25,11,7.38,Baixo Risco,0.0002,81.82,371,247,CWE-25,CWE-25,Moderado/Baixo,False,4
CWE-258,10,8.11,Severa,0.0002,70.0,383,69,CWE-258,CWE-258,Moderado/Baixo,False,2
CWE-1327,13,6.21,Baixo Risco,0.0002,38.46,350,577,CWE-1327,CWE-1327,Moderado/Baixo,False,4
CWE-1242,10,7.99,Severa,0.0002,70.0,386,82,CWE-1242,CWE-1242,Moderado/Baixo,False,2
CWE-176,13,6.13,Baixo Risco,0.0002,23.08,354,592,CWE-176,CWE-176,Moderado/Baixo,False,4
CWE-762,11,7.23,Baixo Risco,0.0002,72.73,379,283,CWE-762,CWE-762,Moderado/Baixo,False,4
CWE-547,10,7.93,Severa,0.0002,80.0,390,90,CWE-547,CWE-547,Moderado/Baixo,False,2
CWE-837,14,5.66,Baixo Risco,0.0002,14.29,337,673,CWE-837,CWE-837,Moderado/Baixo,False,4
CWE-526,13,6.05,Baixo Risco,0.0002,23.08,355,609,CWE-526,CWE-526,Moderado/Baixo,False,4
CWE-838,12,6.56,Baixo Risco,0.0002,41.67,359,489,CWE-838,CWE-838,Moderado/Baixo,False,4
CWE-1240,11,7.12,Baixo Risco,0.0002,54.55,370,321,CWE-1240,CWE-1240,Moderado/Baixo,False,4
CWE-641,11,7.11,Baixo Risco,0.0002,54.55,378,323,CWE-641,CWE-641,Moderado/Baixo,False,4
CWE-1263,12,6.51,Baixo Risco,0.0002,33.33,367,499,CWE-1263,CWE-1263,Moderado/Baixo,False,4
CWE-413,11,6.94,Baixo Risco,0.0002,63.64,373,379,CWE-413,CWE-413,Moderado/Baixo,False,4
CWE-337,11,6.87,Baixo Risco,0.0002,63.64,376,395,CWE-337,CWE-337,Moderado/Baixo,False,4
CWE-242,9,8.39,Severa,0.0002,100.0,401,52,CWE-242,CWE-242,Moderado/Baixo,False,2
CWE-759,12,6.24,Baixo Risco,0.0002,33.33,364,571,CWE-759,CWE-759,Moderado/Baixo,False,4
CWE-475,11,6.79,Baixo Risco,0.0002,45.45,372,423,CWE-475,CWE-475,Moderado/Baixo,False,4
CWE-138,10,7.38,Baixo Risco,0.0002,70.0,387,248,CWE-138,CWE-138,Moderado/Baixo,False,4
CWE-549,14,5.27,Baixo Risco,0.0002,7.14,340,711,CWE-549,CWE-549,Moderado/Baixo,False,4
CWE-939,13,5.65,Baixo Risco,0.0002,23.08,347,674,CWE-939,CWE-939,Moderado/Baixo,False,4
CWE-449,14,5.24,Baixo Risco,0.0002,0.0,338,712,CWE-449,CWE-449,Moderado/Baixo,False,4
CWE-790,10,7.34,Baixo Risco,0.0002,50.0,393,254,CWE-790,CWE-790,Moderado/Baixo,False,4
CWE-842,9,7.86,Severa,0.0002,88.89,402,104,CWE-842,CWE-842,Moderado/Baixo,False,2
CWE-296,10,6.97,Baixo Risco,0.0002,60.0,394,366,CWE-296,CWE-296,Moderado/Baixo,False,4
CWE-341,10,6.94,Baixo Risco,0.0002,50.0,389,376,CWE-341,CWE-341,Moderado/Baixo,False,4
CWE-141,8,8.51,Severa,0.0002,75.0,423,41,CWE-141,CWE-141,Moderado/Baixo,False,2
CWE-1022,12,5.66,Baixo Risco,0.0002,8.33,361,672,CWE-1022,CWE-1022,Moderado/Baixo,False,4
CWE-232,10,6.67,Baixo Risco,0.0002,50.0,382,457,CWE-232,CWE-232,Moderado/Baixo,False,4
CWE-363,10,6.67,Baixo Risco,0.0002,60.0,391,458,CWE-363,CWE-363,Moderado/Baixo,False,4
CWE-804,11,6.05,Baixo Risco,0.0002,27.27,377,608,CWE-804,CWE-804,Moderado/Baixo,False,4
CWE-392,10,6.64,Baixo Risco,0.0002,60.0,388,467,CWE-392,CWE-392,Moderado/Baixo,False,4
CWE-820,9,7.22,Baixo Risco,0.0002,55.56,409,286,CWE-820,CWE-820,Moderado/Baixo,False,4
CWE-76,9,7.21,Baixo Risco,0.0002,55.56,406,287,CWE-76,CWE-76,Moderado/Baixo,False,4
CWE-1326,9,7.04,Baixo Risco,0.0002,77.78,395,342,CWE-1326,CWE-1326,Moderado/Baixo,False,4
CWE-271,9,6.99,Baixo Risco,0.0002,66.67,405,356,CWE-271,CWE-271,Moderado/Baixo,False,4
CWE-64,9,6.96,Baixo Risco,0.0002,66.67,396,370,CWE-64,CWE-64,Moderado/Baixo,False,4
CWE-230,8,7.74,Severa,0.0002,62.5,414,136,CWE-230,CWE-230,Moderado/Baixo,False,2
CWE-646,8,7.7,Severa,0.0001,62.5,417,145,CWE-646,CWE-646,Moderado/Baixo,False,2
CWE-146,8,7.69,Severa,0.0001,87.5,411,147,CWE-146,CWE-146,Moderado/Baixo,False,2
CWE-332,9,6.82,Baixo Risco,0.0001,77.78,398,417,CWE-332,CWE-332,Moderado/Baixo,False,4
CWE-1244,10,6.13,Baixo Risco,0.0001,40.0,385,593,CWE-1244,CWE-1244,Moderado/Baixo,False,4
CWE-159,10,6.12,Baixo Risco,0.0001,50.0,384,594,CWE-159,CWE-159,Moderado/Baixo,False,4
CWE-701,9,6.8,Baixo Risco,0.0001,55.56,407,419,CWE-701,CWE-701,Moderado/Baixo,False,4
CWE-786,8,7.51,Baixo Risco,0.0001,87.5,416,189,CWE-786,CWE-786,Moderado/Baixo,False,4
CWE-14,8,7.5,Baixo Risco,0.0001,100.0,410,204,CWE-14,CWE-14,Moderado/Baixo,False,4
CWE-643,10,5.99,Baixo Risco,0.0001,20.0,380,628,CWE-643,CWE-643,Moderado/Baixo,False,4
CWE-1275,9,6.64,Baixo Risco,0.0001,44.44,397,465,CWE-1275,CWE-1275,Moderado/Baixo,False,4
CWE-821,10,5.79,Baixo Risco,0.0001,40.0,381,656,CWE-821,CWE-821,Moderado/Baixo,False,4
CWE-1325,9,6.42,Baixo Risco,0.0001,44.44,403,525,CWE-1325,CWE-1325,Moderado/Baixo,False,4
CWE-364,9,6.27,Baixo Risco,0.0001,33.33,408,565,CWE-364,CWE-364,Moderado/Baixo,False,4
CWE-921,9,6.24,Baixo Risco,0.0001,44.44,399,569,CWE-921,CWE-921,Moderado/Baixo,False,4
CWE-456,8,6.91,Baixo Risco,0.0001,50.0,421,382,CWE-456,CWE-456,Moderado/Baixo,False,4
CWE-82,7,7.9,Severa,0.0001,85.71,436,96,CWE-82,CWE-82,Moderado/Baixo,False,2
CWE-361,7,7.89,Severa,0.0001,71.43,435,98,CWE-361,CWE-361,Moderado/Baixo,False,2
CWE-650,8,6.89,Baixo Risco,0.0001,50.0,419,390,CWE-650,CWE-650,Moderado/Baixo,False,4
CWE-656,8,6.85,Baixo Risco,0.0001,50.0,425,407,CWE-656,CWE-656,Moderado/Baixo,False,4
CWE-551,7,7.79,Severa,0.0001,71.43,432,124,CWE-551,CWE-551,Moderado/Baixo,False,2
CWE-1258,8,6.68,Baixo Risco,0.0001,50.0,418,455,CWE-1258,CWE-1258,Moderado/Baixo,False,4
CWE-86,8,6.6,Baixo Risco,0.0001,37.5,420,478,CWE-86,CWE-86,Moderado/Baixo,False,4
CWE-1299,9,5.86,Baixo Risco,0.0001,11.11,400,651,CWE-1299,CWE-1299,Moderado/Baixo,False,4
CWE-97,7,7.47,Baixo Risco,0.0001,85.71,438,224,CWE-97,CWE-97,Moderado/Baixo,False,4
CWE-371,7,7.44,Baixo Risco,0.0001,71.43,428,235,CWE-371,CWE-371,Moderado/Baixo,False,4
CWE-308,7,7.13,Baixo Risco,0.0001,57.14,430,319,CWE-308,CWE-308,Moderado/Baixo,False,4
CWE-561,8,6.22,Baixo Risco,0.0001,37.5,424,576,CWE-561,CWE-561,Moderado/Baixo,False,4
CWE-941,7,7.06,Baixo Risco,0.0001,71.43,427,339,CWE-941,CWE-941,Moderado/Baixo,False,4
CWE-1050,7,7.04,Baixo Risco,0.0001,71.43,444,343,CWE-1050,CWE-1050,Moderado/Baixo,False,4
CWE-1319,6,8.22,Severa,0.0001,66.67,448,61,CWE-1319,CWE-1319,Moderado/Baixo,False,2
CWE-616,7,6.99,Baixo Risco,0.0001,42.86,429,358,CWE-616,CWE-616,Moderado/Baixo,False,4
CWE-421,8,6.04,Baixo Risco,0.0001,25.0,412,616,CWE-421,CWE-421,Moderado/Baixo,False,4
CWE-299,7,6.9,Baixo Risco,0.0001,57.14,439,387,CWE-299,CWE-299,Moderado/Baixo,False,4
CWE-1270,6,7.97,Severa,0.0001,66.67,447,84,CWE-1270,CWE-1270,Moderado/Baixo,False,2
CWE-249,6,7.97,Severa,0.0001,100.0,449,85,CWE-249,CWE-249,Moderado/Baixo,False,2
CWE-1320,6,7.93,Severa,0.0001,100.0,463,89,CWE-1320,CWE-1320,Moderado/Baixo,False,2
CWE-342,6,7.92,Severa,0.0001,66.67,452,93,CWE-342,CWE-342,Moderado/Baixo,False,2
CWE-710,6,7.75,Severa,0.0001,66.67,466,132,CWE-710,CWE-710,Moderado/Baixo,False,2
CWE-65,6,7.72,Severa,0.0001,100.0,453,141,CWE-65,CWE-65,Moderado/Baixo,False,2
CWE-372,6,7.65,Severa,0.0001,66.67,455,158,CWE-372,CWE-372,Moderado/Baixo,False,2
CWE-1173,6,7.58,Severa,0.0001,66.67,446,170,CWE-1173,CWE-1173,Moderado/Baixo,False,2
CWE-1289,7,6.49,Baixo Risco,0.0001,42.86,442,518,CWE-1289,CWE-1289,Moderado/Baixo,False,4
CWE-265,6,7.53,Severa,0.0001,66.67,454,187,CWE-265,CWE-265,Moderado/Baixo,False,2
CWE-81,8,5.65,Baixo Risco,0.0001,0.0,413,676,CWE-81,CWE-81,Moderado/Baixo,False,4
CWE-298,6,7.52,Severa,0.0001,50.0,459,188,CWE-298,CWE-298,Moderado/Baixo,False,2
CWE-694,8,5.61,Baixo Risco,0.0001,25.0,422,680,CWE-694,CWE-694,Moderado/Baixo,False,4
CWE-329,8,5.59,Baixo Risco,0.0001,12.5,415,683,CWE-329,CWE-329,Moderado/Baixo,False,4
CWE-612,7,6.39,Baixo Risco,0.0001,28.57,441,537,CWE-612,CWE-612,Moderado/Baixo,False,4
CWE-1274,6,7.42,Baixo Risco,0.0001,66.67,450,242,CWE-1274,CWE-1274,Moderado/Baixo,False,4
CWE-199,8,5.41,Baixo Risco,0.0001,12.5,426,703,CWE-199,CWE-199,Moderado/Baixo,False,4
CWE-315,7,6.16,Baixo Risco,0.0001,57.14,433,587,CWE-315,CWE-315,Moderado/Baixo,False,4
CWE-760,7,6.11,Baixo Risco,0.0001,28.57,443,595,CWE-760,CWE-760,Moderado/Baixo,False,4
CWE-112,6,7.13,Baixo Risco,0.0001,66.67,467,318,CWE-112,CWE-112,Moderado/Baixo,False,4
CWE-1262,7,6.07,Baixo Risco,0.0001,42.86,431,604,CWE-1262,CWE-1262,Moderado/Baixo,False,4
CWE-291,6,7.08,Baixo Risco,0.0001,66.67,468,332,CWE-291,CWE-291,Moderado/Baixo,False,4
CWE-474,7,6.06,Baixo Risco,0.0001,28.57,434,607,CWE-474,CWE-474,Moderado/Baixo,False,4
CWE-180,6,6.95,Baixo Risco,0.0001,66.67,458,372,CWE-180,CWE-180,Moderado/Baixo,False,4
CWE-544,7,5.89,Baixo Risco,0.0001,14.29,440,645,CWE-544,CWE-544,Moderado/Baixo,False,4
CWE-219,6,6.85,Baixo Risco,0.0001,50.0,462,406,CWE-219,CWE-219,Moderado/Baixo,False,4
CWE-127,6,6.73,Baixo Risco,0.0001,50.0,456,436,CWE-127,CWE-127,Moderado/Baixo,False,4
CWE-1260,5,8.06,Severa,0.0001,100.0,483,75,CWE-1260,CWE-1260,Moderado/Baixo,False,2
CWE-21,6,6.7,Baixo Risco,0.0001,33.33,465,449,CWE-21,CWE-21,Moderado/Baixo,False,4
CWE-368,5,8.02,Severa,0.0001,80.0,487,78,CWE-368,CWE-368,Moderado/Baixo,False,2
