cwe_id,cves_count,cvss_medio,rank_severity,high_critical_pct,cwe_nome_curto,cwe_label,faixa_cvss_medio,top30_cvss
CWE-1246,2,7.0,353,50.0,CWE-1246,CWE-1246,HIGH,False
CWE-690,22,7.0,354,77.27,CWE-690,CWE-690,MEDIUM,False
CWE-789,77,6.99,355,55.84,CWE-789,CWE-789,MEDIUM,False
CWE-271,9,6.99,356,66.67,CWE-271,CWE-271,MEDIUM,False
CWE-311,497,6.99,357,59.96,CWE-311,CWE-311,MEDIUM,False
CWE-616,7,6.99,358,42.86,CWE-616,CWE-616,MEDIUM,False
CWE-185,25,6.98,359,56.0,CWE-185,CWE-185,MEDIUM,False
CWE-300,50,6.98,360,64.0,CWE-300,CWE-300,MEDIUM,False
CWE-441,57,6.98,361,57.89,CWE-441,CWE-441,MEDIUM,False
CWE-327,587,6.98,362,60.48,CWE-327,CWE-327,MEDIUM,False
CWE-1116,4,6.98,363,50.0,CWE-1116,CWE-1116,MEDIUM,False
CWE-405,32,6.97,364,65.62,CWE-405,CWE-405,MEDIUM,False
CWE-682,115,6.97,365,58.26,CWE-682,CWE-682,MEDIUM,False
CWE-296,10,6.97,366,60.0,CWE-296,CWE-296,MEDIUM,False
CWE-918,1922,6.97,367,51.61,SSRF,CWE-918 - SSRF,MEDIUM,False
CWE-326,431,6.97,368,55.22,CWE-326,CWE-326,MEDIUM,False
CWE-248,160,6.96,369,59.38,CWE-248,CWE-248,MEDIUM,False
CWE-64,9,6.96,370,66.67,CWE-64,CWE-64,MEDIUM,False
CWE-942,56,6.95,371,51.79,CWE-942,CWE-942,MEDIUM,False
CWE-180,6,6.95,372,66.67,CWE-180,CWE-180,MEDIUM,False
CWE-771,4,6.95,373,50.0,CWE-771,CWE-771,MEDIUM,False
CWE-286,29,6.94,374,51.72,CWE-286,CWE-286,MEDIUM,False
CWE-352,8744,6.94,375,49.03,CSRF,CWE-352 - CSRF,MEDIUM,False
CWE-341,10,6.94,376,50.0,CWE-341,CWE-341,MEDIUM,False
CWE-916,107,6.94,377,56.07,CWE-916,CWE-916,MEDIUM,False
CWE-807,42,6.94,378,54.76,CWE-807,CWE-807,MEDIUM,False
CWE-413,11,6.94,379,63.64,CWE-413,CWE-413,MEDIUM,False
CWE-346,413,6.93,380,49.15,CWE-346,CWE-346,MEDIUM,False
CWE-261,33,6.92,381,45.45,CWE-261,CWE-261,MEDIUM,False
CWE-456,8,6.91,382,50.0,CWE-456,CWE-456,MEDIUM,False
CWE-1288,19,6.91,383,57.89,CWE-1288,CWE-1288,MEDIUM,False
CWE-20,11653,6.9,384,53.09,Improper Input Validation,CWE-20 - Improper Input Validation,MEDIUM,False
CWE-625,3,6.9,385,33.33,CWE-625,CWE-625,MEDIUM,False
CWE-205,2,6.9,386,50.0,CWE-205,CWE-205,MEDIUM,False
CWE-299,7,6.9,387,57.14,CWE-299,CWE-299,MEDIUM,False
CWE-705,3,6.9,388,33.33,CWE-705,CWE-705,MEDIUM,False
CWE-686,3,6.9,389,33.33,CWE-686,CWE-686,MEDIUM,False
CWE-650,8,6.89,390,50.0,CWE-650,CWE-650,MEDIUM,False
CWE-126,397,6.88,391,60.71,CWE-126,CWE-126,MEDIUM,False
CWE-693,370,6.88,392,49.19,CWE-693,CWE-693,MEDIUM,False
CWE-116,347,6.88,393,47.55,CWE-116,CWE-116,MEDIUM,False
CWE-24,98,6.88,394,47.96,CWE-24,CWE-24,MEDIUM,False
CWE-337,11,6.87,395,63.64,CWE-337,CWE-337,MEDIUM,False
CWE-923,43,6.87,396,46.51,CWE-923,CWE-923,MEDIUM,False
CWE-940,37,6.87,397,43.24,CWE-940,CWE-940,MEDIUM,False
CWE-1187,3,6.87,398,33.33,CWE-1187,CWE-1187,MEDIUM,False
CWE-281,315,6.87,399,57.14,CWE-281,CWE-281,MEDIUM,False
CWE-295,1229,6.87,400,50.37,Improper Certificate Validation,CWE-295 - Improper Certificate Validation,MEDIUM,False
CWE-290,472,6.86,401,45.13,CWE-290,CWE-290,MEDIUM,False
CWE-1287,109,6.86,402,46.79,CWE-1287,CWE-1287,MEDIUM,False
CWE-394,13,6.85,403,53.85,CWE-394,CWE-394,MEDIUM,False
CWE-670,112,6.85,404,57.14,CWE-670,CWE-670,MEDIUM,False
CWE-277,65,6.85,405,53.85,CWE-277,CWE-277,MEDIUM,False
CWE-219,6,6.85,406,50.0,CWE-219,CWE-219,MEDIUM,False
CWE-656,8,6.85,407,50.0,CWE-656,CWE-656,MEDIUM,False
CWE-1100,2,6.85,408,50.0,CWE-1100,CWE-1100,MEDIUM,False
CWE-457,110,6.85,409,60.91,CWE-457,CWE-457,MEDIUM,False
CWE-1333,368,6.84,410,63.59,CWE-1333,CWE-1333,MEDIUM,False
CWE-319,798,6.83,411,52.88,Cleartext Transmission,CWE-319 - Cleartext Transmission,MEDIUM,False
CWE-354,140,6.83,412,52.86,CWE-354,CWE-354,MEDIUM,False
CWE-1284,236,6.83,413,54.24,CWE-1284,CWE-1284,MEDIUM,False
CWE-425,208,6.83,414,50.0,CWE-425,CWE-425,MEDIUM,False
CWE-769,4,6.82,415,75.0,CWE-769,CWE-769,MEDIUM,False
CWE-602,91,6.82,416,49.45,CWE-602,CWE-602,MEDIUM,False
CWE-332,9,6.82,417,77.78,CWE-332,CWE-332,MEDIUM,False
CWE-552,421,6.8,418,51.54,CWE-552,CWE-552,MEDIUM,False
CWE-701,9,6.8,419,55.56,CWE-701,CWE-701,MEDIUM,False
CWE-1253,1,6.8,420,0.0,CWE-1253,CWE-1253,MEDIUM,False
CWE-1234,2,6.8,421,0.0,CWE-1234,CWE-1234,MEDIUM,False
CWE-1286,54,6.8,422,50.0,CWE-1286,CWE-1286,MEDIUM,False
CWE-475,11,6.79,423,45.45,CWE-475,CWE-475,MEDIUM,False
CWE-349,29,6.78,424,55.17,CWE-349,CWE-349,MEDIUM,False
CWE-707,229,6.78,425,31.44,CWE-707,CWE-707,MEDIUM,False
CWE-642,15,6.77,426,40.0,CWE-642,CWE-642,MEDIUM,False
CWE-687,3,6.77,427,33.33,CWE-687,CWE-687,MEDIUM,False
CWE-125,8030,6.76,428,51.62,Out-of-bounds Read,CWE-125 - Out-of-bounds Read,MEDIUM,False
CWE-1300,5,6.76,429,40.0,CWE-1300,CWE-1300,MEDIUM,False
CWE-649,5,6.76,430,40.0,CWE-649,CWE-649,MEDIUM,False
CWE-924,30,6.75,431,50.0,CWE-924,CWE-924,MEDIUM,False
CWE-754,482,6.75,432,49.79,CWE-754,CWE-754,MEDIUM,False
CWE-755,547,6.75,433,53.02,CWE-755,CWE-755,MEDIUM,False
CWE-279,21,6.74,434,57.14,CWE-279,CWE-279,MEDIUM,False
CWE-1039,3,6.73,435,33.33,CWE-1039,CWE-1039,MEDIUM,False
CWE-127,6,6.73,436,50.0,CWE-127,CWE-127,MEDIUM,False
CWE-150,36,6.73,437,52.78,CWE-150,CWE-150,MEDIUM,False
CWE-424,28,6.73,438,50.0,CWE-424,CWE-424,MEDIUM,False
CWE-229,13,6.72,439,46.15,CWE-229,CWE-229,MEDIUM,False
CWE-252,145,6.72,440,47.59,CWE-252,CWE-252,MEDIUM,False
CWE-400,2641,6.72,441,54.45,Uncontrolled Resource Consumption,CWE-400 - Uncontrolled Resource Consumption,MEDIUM,False
CWE-402,23,6.71,442,52.17,CWE-402,CWE-402,MEDIUM,False
CWE-379,49,6.71,443,53.06,CWE-379,CWE-379,MEDIUM,False
CWE-366,13,6.71,444,61.54,CWE-366,CWE-366,MEDIUM,False
CWE-770,1417,6.7,445,50.46,Allocation Without Limits,CWE-770 - Allocation Without Limits,MEDIUM,False
CWE-61,99,6.7,446,48.48,CWE-61,CWE-61,MEDIUM,False
CWE-669,71,6.7,447,53.52,CWE-669,CWE-669,MEDIUM,False
CWE-431,2,6.7,448,50.0,CWE-431,CWE-431,MEDIUM,False
CWE-21,6,6.7,449,33.33,CWE-21,CWE-21,MEDIUM,False
CWE-343,3,6.7,450,33.33,CWE-343,CWE-343,MEDIUM,False
CWE-1254,2,6.7,451,50.0,CWE-1254,CWE-1254,MEDIUM,False
CWE-1334,1,6.7,452,0.0,CWE-1334,CWE-1334,MEDIUM,False
CWE-863,2422,6.68,453,46.53,Incorrect Authorization,CWE-863 - Incorrect Authorization,MEDIUM,False
CWE-350,15,6.68,454,40.0,CWE-350,CWE-350,MEDIUM,False
CWE-1258,8,6.68,455,50.0,CWE-1258,CWE-1258,MEDIUM,False
CWE-758,4,6.68,456,25.0,CWE-758,CWE-758,MEDIUM,False
CWE-232,10,6.67,457,50.0,CWE-232,CWE-232,MEDIUM,False
CWE-363,10,6.67,458,60.0,CWE-363,CWE-363,MEDIUM,False
CWE-610,209,6.67,459,50.72,CWE-610,CWE-610,MEDIUM,False
CWE-708,18,6.66,460,38.89,CWE-708,CWE-708,MEDIUM,False
CWE-672,64,6.65,461,54.69,CWE-672,CWE-672,MEDIUM,False
CWE-340,21,6.65,462,47.62,CWE-340,CWE-340,MEDIUM,False
CWE-1107,2,6.65,463,50.0,CWE-1107,CWE-1107,MEDIUM,False
CWE-297,43,6.65,464,44.19,CWE-297,CWE-297,MEDIUM,False
CWE-1275,9,6.64,465,44.44,CWE-1275,CWE-1275,MEDIUM,False
CWE-367,494,6.64,466,59.31,CWE-367,CWE-367,MEDIUM,False
CWE-392,10,6.64,467,60.0,CWE-392,CWE-392,MEDIUM,False
CWE-833,19,6.64,468,52.63,CWE-833,CWE-833,MEDIUM,False
CWE-407,53,6.63,469,62.26,CWE-407,CWE-407,MEDIUM,False
CWE-674,325,6.62,470,49.23,CWE-674,CWE-674,MEDIUM,False
CWE-835,722,6.62,471,46.95,CWE-835,CWE-835,MEDIUM,False
CWE-37,6,6.62,472,33.33,CWE-37,CWE-37,MEDIUM,False
CWE-653,42,6.62,473,45.24,CWE-653,CWE-653,MEDIUM,False
CWE-399,2694,6.61,474,48.33,Resource Management Errors,CWE-399 - Resource Management Errors,MEDIUM,False
CWE-446,3,6.6,475,33.33,CWE-446,CWE-446,MEDIUM,False
CWE-447,3,6.6,476,33.33,CWE-447,CWE-447,MEDIUM,False
CWE-156,5,6.6,477,20.0,CWE-156,CWE-156,MEDIUM,False
CWE-86,8,6.6,478,37.5,CWE-86,CWE-86,MEDIUM,False
CWE-284,4265,6.59,479,45.98,Improper Access Control,CWE-284 - Improper Access Control,MEDIUM,False
CWE-617,651,6.59,480,48.69,CWE-617,CWE-617,MEDIUM,False
CWE-772,435,6.59,481,36.09,CWE-772,CWE-772,MEDIUM,False
CWE-256,177,6.58,482,36.72,CWE-256,CWE-256,MEDIUM,False
CWE-908,700,6.58,483,38.86,CWE-908,CWE-908,MEDIUM,False
CWE-113,68,6.57,484,32.35,CWE-113,CWE-113,MEDIUM,False
CWE-668,672,6.57,485,43.9,CWE-668,CWE-668,MEDIUM,False
CWE-662,56,6.57,486,44.64,CWE-662,CWE-662,MEDIUM,False
CWE-328,51,6.56,487,43.14,CWE-328,CWE-328,MEDIUM,False
CWE-691,31,6.56,488,45.16,CWE-691,CWE-691,MEDIUM,False
CWE-838,12,6.56,489,41.67,CWE-838,CWE-838,MEDIUM,False
CWE-1220,66,6.56,490,50.0,CWE-1220,CWE-1220,MEDIUM,False
CWE-323,27,6.55,491,25.93,CWE-323,CWE-323,MEDIUM,False
CWE-1025,6,6.55,492,33.33,CWE-1025,CWE-1025,MEDIUM,False
CWE-671,4,6.55,493,50.0,CWE-671,CWE-671,MEDIUM,False
CWE-834,100,6.55,494,37.0,CWE-834,CWE-834,MEDIUM,False
CWE-324,18,6.54,495,38.89,CWE-324,CWE-324,MEDIUM,False
CWE-703,130,6.54,496,48.46,CWE-703,CWE-703,MEDIUM,False
CWE-210,3,6.53,497,33.33,CWE-210,CWE-210,MEDIUM,False
CWE-255,773,6.52,498,46.83,Credentials Management Errors,CWE-255 - Credentials Management Errors,MEDIUM,False
CWE-1263,12,6.51,499,33.33,CWE-1263,CWE-1263,MEDIUM,False
CWE-495,1,6.5,500,0.0,CWE-495,CWE-495,MEDIUM,False
CWE-355,1,6.5,501,0.0,CWE-355,CWE-355,MEDIUM,False
CWE-1102,1,6.5,502,0.0,CWE-1102,CWE-1102,MEDIUM,False
CWE-605,1,6.5,503,0.0,CWE-605,CWE-605,MEDIUM,False
CWE-765,1,6.5,504,0.0,CWE-765,CWE-765,MEDIUM,False
CWE-714,1,6.5,505,0.0,CWE-714,CWE-714,MEDIUM,False
CWE-40,3,6.5,506,33.33,CWE-40,CWE-40,MEDIUM,False
CWE-1051,1,6.5,507,0.0,CWE-1051,CWE-1051,MEDIUM,False
CWE-1204,3,6.5,508,33.33,CWE-1204,CWE-1204,MEDIUM,False
CWE-1024,2,6.5,509,50.0,CWE-1024,CWE-1024,MEDIUM,False
CWE-1076,2,6.5,510,0.0,CWE-1076,CWE-1076,MEDIUM,False
CWE-1174,1,6.5,511,0.0,CWE-1174,CWE-1174,MEDIUM,False
CWE-1342,2,6.5,512,0.0,CWE-1342,CWE-1342,MEDIUM,False
CWE-59,1375,6.5,513,48.65,Link Following,CWE-59 - Link Following,MEDIUM,False
CWE-1004,30,6.5,514,33.33,CWE-1004,CWE-1004,MEDIUM,False
CWE-665,338,6.5,515,44.97,CWE-665,CWE-665,MEDIUM,False
CWE-325,37,6.49,516,40.54,CWE-325,CWE-325,MEDIUM,False
CWE-378,39,6.49,517,56.41,CWE-378,CWE-378,MEDIUM,False
CWE-1289,7,6.49,518,42.86,CWE-1289,CWE-1289,MEDIUM,False
CWE-358,100,6.48,519,49.0,CWE-358,CWE-358,MEDIUM,False
CWE-257,54,6.46,520,44.44,CWE-257,CWE-257,MEDIUM,False
CWE-409,29,6.46,521,31.03,CWE-409,CWE-409,MEDIUM,False
CWE-239,3,6.43,522,66.67,CWE-239,CWE-239,MEDIUM,False
CWE-628,3,6.43,523,66.67,CWE-628,CWE-628,MEDIUM,False
CWE-93,92,6.43,524,32.61,CWE-93,CWE-93,MEDIUM,False
CWE-1325,9,6.42,525,44.44,CWE-1325,CWE-1325,MEDIUM,False
CWE-377,76,6.42,526,46.05,CWE-377,CWE-377,MEDIUM,False
CWE-280,120,6.42,527,47.5,CWE-280,CWE-280,MEDIUM,False
CWE-312,744,6.41,528,41.26,CWE-312,CWE-312,MEDIUM,False
CWE-598,57,6.4,529,38.6,CWE-598,CWE-598,MEDIUM,False
CWE-344,2,6.4,530,50.0,CWE-344,CWE-344,MEDIUM,False
CWE-1278,1,6.4,531,0.0,CWE-1278,CWE-1278,MEDIUM,False
CWE-555,2,6.4,532,0.0,CWE-555,CWE-555,MEDIUM,False
CWE-182,2,6.4,533,50.0,CWE-182,CWE-182,MEDIUM,False
CWE-1245,4,6.4,534,25.0,CWE-1245,CWE-1245,MEDIUM,False
CWE-115,26,6.39,535,34.62,CWE-115,CWE-115,MEDIUM,False
CWE-684,18,6.39,536,38.89,CWE-684,CWE-684,MEDIUM,False
CWE-612,7,6.39,537,28.57,CWE-612,CWE-612,MEDIUM,False
CWE-167,5,6.38,538,40.0,CWE-167,CWE-167,MEDIUM,False
CWE-83,15,6.37,539,26.67,CWE-83,CWE-83,MEDIUM,False
CWE-606,14,6.37,540,35.71,CWE-606,CWE-606,MEDIUM,False
CWE-1386,13,6.37,541,53.85,CWE-1386,CWE-1386,MEDIUM,False
CWE-275,105,6.36,542,43.81,CWE-275,CWE-275,MEDIUM,False
CWE-639,1189,6.36,543,36.75,IDOR,CWE-639 - IDOR,MEDIUM,False
CWE-266,648,6.36,544,44.14,CWE-266,CWE-266,MEDIUM,False
CWE-244,14,6.36,545,35.71,CWE-244,CWE-244,MEDIUM,False
CWE-231,4,6.35,546,50.0,CWE-231,CWE-231,MEDIUM,False
CWE-254,414,6.35,547,39.86,CWE-254,CWE-254,MEDIUM,False
CWE-285,1019,6.35,548,41.51,Improper Authorization,CWE-285 - Improper Authorization,MEDIUM,False
CWE-548,51,6.34,549,35.29,CWE-548,CWE-548,MEDIUM,False
CWE-1023,5,6.34,550,40.0,CWE-1023,CWE-1023,MEDIUM,False
CWE-1259,13,6.34,551,15.38,CWE-1259,CWE-1259,MEDIUM,False
CWE-1191,18,6.32,552,27.78,CWE-1191,CWE-1191,MEDIUM,False
CWE-264,5469,6.31,553,43.35,Permissions/Privileges,CWE-264 - Permissions/Privileges,MEDIUM,False
CWE-16,315,6.3,554,40.63,CWE-16,CWE-16,MEDIUM,False
CWE-644,37,6.3,555,27.03,CWE-644,CWE-644,MEDIUM,False
CWE-143,1,6.3,556,0.0,CWE-143,CWE-143,MEDIUM,False
CWE-792,5,6.3,557,20.0,CWE-792,CWE-792,MEDIUM,False
CWE-339,1,6.3,558,0.0,CWE-339,CWE-339,MEDIUM,False
CWE-1078,1,6.3,559,0.0,CWE-1078,CWE-1078,MEDIUM,False
CWE-183,15,6.29,560,40.0,CWE-183,CWE-183,MEDIUM,False
CWE-664,39,6.28,561,43.59,CWE-664,CWE-664,MEDIUM,False
CWE-202,28,6.28,562,32.14,CWE-202,CWE-202,MEDIUM,False
CWE-385,36,6.27,563,36.11,CWE-385,CWE-385,MEDIUM,False
CWE-214,17,6.27,564,41.18,CWE-214,CWE-214,MEDIUM,False
CWE-364,9,6.27,565,33.33,CWE-364,CWE-364,MEDIUM,False
CWE-689,3,6.27,566,33.33,CWE-689,CWE-689,MEDIUM,False
CWE-437,4,6.25,567,50.0,CWE-437,CWE-437,MEDIUM,False
CWE-241,31,6.25,568,38.71,CWE-241,CWE-241,MEDIUM,False
CWE-921,9,6.24,569,44.44,CWE-921,CWE-921,MEDIUM,False
CWE-283,14,6.24,570,35.71,CWE-283,CWE-283,MEDIUM,False
CWE-759,12,6.24,571,33.33,CWE-759,CWE-759,MEDIUM,False
CWE-480,3,6.23,572,0.0,CWE-480,CWE-480,MEDIUM,False
CWE-362,2080,6.23,573,44.57,Race Condition,CWE-362 - Race Condition,MEDIUM,False
CWE-440,34,6.23,574,29.41,CWE-440,CWE-440,MEDIUM,False
CWE-459,175,6.23,575,36.57,CWE-459,CWE-459,MEDIUM,False
CWE-561,8,6.22,576,37.5,CWE-561,CWE-561,MEDIUM,False
CWE-1327,13,6.21,577,38.46,CWE-1327,CWE-1327,MEDIUM,False
CWE-647,5,6.2,578,40.0,CWE-647,CWE-647,MEDIUM,False
CWE-676,5,6.2,579,40.0,CWE-676,CWE-676,MEDIUM,False
CWE-534,5,6.2,580,40.0,CWE-534,CWE-534,MEDIUM,False
CWE-696,18,6.18,581,27.78,CWE-696,CWE-696,MEDIUM,False
CWE-779,16,6.18,582,31.25,CWE-779,CWE-779,MEDIUM,False
CWE-395,16,6.18,583,25.0,CWE-395,CWE-395,MEDIUM,False
CWE-201,231,6.17,584,30.74,CWE-201,CWE-201,MEDIUM,False
CWE-623,3,6.17,585,33.33,CWE-623,CWE-623,MEDIUM,False
CWE-476,4723,6.17,586,27.91,NULL Pointer Dereference,CWE-476 - NULL Pointer Dereference,MEDIUM,False
CWE-315,7,6.16,587,57.14,CWE-315,CWE-315,MEDIUM,False
CWE-1108,2,6.15,588,50.0,CWE-1108,CWE-1108,MEDIUM,False
CWE-826,5,6.14,589,60.0,CWE-826,CWE-826,MEDIUM,False
CWE-862,6482,6.14,590,30.95,Missing Authorization,CWE-862 - Missing Authorization,MEDIUM,False
CWE-1007,3,6.13,591,33.33,CWE-1007,CWE-1007,MEDIUM,False
CWE-176,13,6.13,592,23.08,CWE-176,CWE-176,MEDIUM,False
CWE-1244,10,6.13,593,40.0,CWE-1244,CWE-1244,MEDIUM,False
CWE-159,10,6.12,594,50.0,CWE-159,CWE-159,MEDIUM,False
CWE-760,7,6.11,595,28.57,CWE-760,CWE-760,MEDIUM,False
CWE-212,95,6.11,596,34.74,CWE-212,CWE-212,MEDIUM,False
CWE-142,2,6.1,597,0.0,CWE-142,CWE-142,MEDIUM,False
CWE-1251,2,6.1,598,0.0,CWE-1251,CWE-1251,MEDIUM,False
CWE-360,2,6.1,599,0.0,CWE-360,CWE-360,MEDIUM,False
CWE-172,15,6.09,600,33.33,CWE-172,CWE-172,MEDIUM,False
CWE-369,403,6.09,601,21.34,CWE-369,CWE-369,MEDIUM,False
CWE-92,34,6.09,602,26.47,CWE-92,CWE-92,MEDIUM,False
CWE-538,67,6.07,603,25.37,CWE-538,CWE-538,MEDIUM,False
CWE-1262,7,6.07,604,42.86,CWE-1262,CWE-1262,MEDIUM,False
CWE-404,553,6.06,605,41.41,CWE-404,CWE-404,MEDIUM,False
CWE-99,45,6.06,606,40.0,CWE-99,CWE-99,MEDIUM,False
CWE-474,7,6.06,607,28.57,CWE-474,CWE-474,MEDIUM,False
CWE-804,11,6.05,608,27.27,CWE-804,CWE-804,MEDIUM,False
CWE-526,13,6.05,609,23.08,CWE-526,CWE-526,MEDIUM,False
CWE-357,17,6.05,610,35.29,CWE-357,CWE-357,MEDIUM,False
CWE-282,25,6.05,611,28.0,CWE-282,CWE-282,MEDIUM,False
CWE-909,100,6.05,612,34.0,CWE-909,CWE-909,MEDIUM,False
CWE-1269,2,6.05,613,50.0,CWE-1269,CWE-1269,MEDIUM,False
CWE-1272,2,6.05,614,50.0,CWE-1272,CWE-1272,MEDIUM,False
CWE-460,17,6.05,615,41.18,CWE-460,CWE-460,MEDIUM,False
CWE-421,8,6.04,616,25.0,CWE-421,CWE-421,MEDIUM,False
CWE-567,3,6.03,617,33.33,CWE-567,CWE-567,MEDIUM,False
CWE-614,48,6.03,618,25.0,CWE-614,CWE-614,MEDIUM,False
CWE-348,34,6.03,619,26.47,CWE-348,CWE-348,MEDIUM,False
CWE-215,14,6.03,620,35.71,CWE-215,CWE-215,MEDIUM,False
CWE-359,158,6.02,621,34.18,CWE-359,CWE-359,MEDIUM,False
CWE-840,69,6.02,622,30.43,CWE-840,CWE-840,MEDIUM,False
CWE-1281,5,6.02,623,40.0,CWE-1281,CWE-1281,MEDIUM,False
CWE-450,3,6.0,624,33.33,CWE-450,CWE-450,MEDIUM,False
CWE-618,1,6.0,625,0.0,CWE-618,CWE-618,MEDIUM,False
CWE-828,2,6.0,626,0.0,CWE-828,CWE-828,MEDIUM,False
CWE-18,6,6.0,627,50.0,CWE-18,CWE-18,MEDIUM,False
CWE-643,10,5.99,628,20.0,CWE-643,CWE-643,MEDIUM,False
CWE-532,1024,5.99,629,28.61,Sensitive Info in Log,CWE-532 - Sensitive Info in Log,MEDIUM,False
CWE-1021,361,5.98,630,25.48,CWE-1021,CWE-1021,MEDIUM,False
CWE-41,21,5.96,631,28.57,CWE-41,CWE-41,MEDIUM,False
CWE-601,1326,5.96,632,7.32,Open Redirect,CWE-601 - Open Redirect,MEDIUM,False
CWE-1038,6,5.95,633,33.33,CWE-1038,CWE-1038,MEDIUM,False
CWE-540,26,5.95,634,26.92,CWE-540,CWE-540,MEDIUM,False
CWE-657,17,5.94,635,29.41,CWE-657,CWE-657,MEDIUM,False
CWE-645,5,5.94,636,20.0,CWE-645,CWE-645,MEDIUM,False
CWE-654,1,5.9,637,0.0,CWE-654,CWE-654,MEDIUM,False
CWE-11,2,5.9,638,0.0,CWE-11,CWE-11,MEDIUM,False
CWE-600,1,5.9,639,0.0,CWE-600,CWE-600,MEDIUM,False
CWE-85,2,5.9,640,0.0,CWE-85,CWE-85,MEDIUM,False
CWE-841,34,5.9,641,38.24,CWE-841,CWE-841,MEDIUM,False
CWE-1233,4,5.9,642,25.0,CWE-1233,CWE-1233,MEDIUM,False
CWE-401,1524,5.9,643,18.96,Memory Leak,CWE-401 - Memory Leak,MEDIUM,False
CWE-117,85,5.89,644,18.82,CWE-117,CWE-117,MEDIUM,False
CWE-544,7,5.89,645,14.29,CWE-544,CWE-544,MEDIUM,False
CWE-1230,19,5.88,646,26.32,CWE-1230,CWE-1230,MEDIUM,False
CWE-775,5,5.88,647,60.0,CWE-775,CWE-775,MEDIUM,False
CWE-922,358,5.87,648,27.37,CWE-922,CWE-922,MEDIUM,False
CWE-80,451,5.86,649,11.09,CWE-80,CWE-80,MEDIUM,False
CWE-791,23,5.86,650,34.78,CWE-791,CWE-791,MEDIUM,False
CWE-1299,9,5.86,651,11.11,CWE-1299,CWE-1299,MEDIUM,False
CWE-17,165,5.85,652,34.55,CWE-17,CWE-17,MEDIUM,False
CWE-667,614,5.83,653,14.82,CWE-667,CWE-667,MEDIUM,False
CWE-316,33,5.82,654,24.24,CWE-316,CWE-316,MEDIUM,False
CWE-1250,5,5.82,655,20.0,CWE-1250,CWE-1250,MEDIUM,False
CWE-821,10,5.79,656,40.0,CWE-821,CWE-821,MEDIUM,False
CWE-1247,3,5.77,657,33.33,CWE-1247,CWE-1247,MEDIUM,False
CWE-435,3,5.77,658,33.33,CWE-435,CWE-435,MEDIUM,False
CWE-799,53,5.77,659,26.42,CWE-799,CWE-799,MEDIUM,False
CWE-497,253,5.76,660,22.13,CWE-497,CWE-497,MEDIUM,False
CWE-1223,2,5.75,661,50.0,CWE-1223,CWE-1223,MEDIUM,False
CWE-84,18,5.74,662,11.11,CWE-84,CWE-84,MEDIUM,False
CWE-74,3814,5.74,663,19.51,Injection (umbrella),CWE-74 - Injection (umbrella),MEDIUM,False
CWE-313,21,5.73,664,28.57,CWE-313,CWE-313,MEDIUM,False
CWE-1295,19,5.71,665,26.32,CWE-1295,CWE-1295,MEDIUM,False
CWE-208,89,5.7,666,17.98,CWE-208,CWE-208,MEDIUM,False
CWE-827,2,5.7,667,0.0,CWE-827,CWE-827,MEDIUM,False
CWE-1221,2,5.7,668,0.0,CWE-1221,CWE-1221,MEDIUM,False
CWE-204,115,5.68,669,10.43,CWE-204,CWE-204,MEDIUM,False
CWE-320,66,5.67,670,39.39,CWE-320,CWE-320,MEDIUM,False
CWE-1088,5,5.66,671,40.0,CWE-1088,CWE-1088,MEDIUM,False
CWE-1022,12,5.66,672,8.33,CWE-1022,CWE-1022,MEDIUM,False
CWE-837,14,5.66,673,14.29,CWE-837,CWE-837,MEDIUM,False
CWE-939,13,5.65,674,23.08,CWE-939,CWE-939,MEDIUM,False
CWE-164,2,5.65,675,0.0,CWE-164,CWE-164,MEDIUM,False
CWE-81,8,5.65,676,0.0,CWE-81,CWE-81,MEDIUM,False
CWE-914,5,5.64,677,60.0,CWE-914,CWE-914,MEDIUM,False
CWE-203,703,5.63,678,16.93,CWE-203,CWE-203,MEDIUM,False
CWE-200,9468,5.62,679,23.95,Information Exposure,CWE-200 - Information Exposure,MEDIUM,False
CWE-694,8,5.61,680,25.0,CWE-694,CWE-694,MEDIUM,False
CWE-87,38,5.61,681,5.26,CWE-87,CWE-87,MEDIUM,False
CWE-209,493,5.6,682,19.47,CWE-209,CWE-209,MEDIUM,False
CWE-329,8,5.59,683,12.5,CWE-329,CWE-329,MEDIUM,False
CWE-310,2500,5.58,684,14.32,Cryptographic Issues,CWE-310 - Cryptographic Issues,MEDIUM,False
CWE-573,4,5.58,685,25.0,CWE-573,CWE-573,MEDIUM,False
CWE-756,3,5.57,686,0.0,CWE-756,CWE-756,MEDIUM,False
CWE-524,30,5.55,687,23.33,CWE-524,CWE-524,MEDIUM,False
CWE-815,2,5.55,688,50.0,CWE-815,CWE-815,MEDIUM,False
CWE-213,28,5.54,689,28.57,CWE-213,CWE-213,MEDIUM,False
CWE-79,41171,5.53,690,6.59,XSS,CWE-79 - XSS,MEDIUM,False
CWE-451,138,5.53,691,13.77,CWE-451,CWE-451,MEDIUM,False
CWE-226,18,5.53,692,22.22,CWE-226,CWE-226,MEDIUM,False
CWE-1037,5,5.52,693,0.0,CWE-1037,CWE-1037,MEDIUM,False
CWE-1077,4,5.5,694,0.0,CWE-1077,CWE-1077,MEDIUM,False
CWE-455,1,5.5,695,0.0,CWE-455,CWE-455,MEDIUM,False
